"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"73","2","33","M Jones, J Regehr, M Jones, J Stankovic","Operating System Support for Multimedia: The Programming Model Matters ","Microsoft Research Technical Report MSR TR","M Jones"
"74","2","17","M Jones, M Jones, J Regehr","Predictable Scheduling for Digital Audio ","Microsoft Research Technical Report MSR TR","M Jones"
"75","2","34","J Regehr","The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ","IEEE Real Time Technology and Applications Symposium","M Jones"
"76","2","18","M Jones, M Jones, S Saroiu","Predictable Scheduling for a Soft Modem ","Microsoft Research Technical Report MSR TR","M Jones"
"77","2","35","J Regehr","The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ","Workshop Hot Topics Operating Systems","M Jones"
"78","2","19","M Jones, M Jones, S Saroiu","Predictability Requirements of a Soft Modem ","Proceedings of the ACM SIGMETRICS Measurement and Modeling of Computer Systems Conference Measurement and Modeling of Computer Systems","M Jones"
"79","2","36","J Regehr, S Saroiu","Two Case Studies in Predictable Application Scheduling Using Rialto/NT ","IEEE Real Time Technology and Applications Symposium","M Jones"
"80","2","37","D Rosu, M Rosu","CPU Reservations and Time Constraints: Efficient, Predictable Scheduling of Independent Activities ","SOSP Symposium Operating Systems Principles","M Jones"
"81","2","38","S Saroiu","Predictability requirements of a soft modem ","SIGMETRICS Measurement and Modeling of Computer Systems Performance","M Jones"
"82","2","39","M Jones, M Theimer, M Jones","Overlook: Scalable Name Service on an Overlay Network ","Proceedings of the International Conference Distributed Computing Systems ICDCS International Conference Distributed Computing Systems IEEE Computer Society","M Jones"
"83","2","20","M Jones, M Jones, J Regehr","Issues in Using Commodity Operating Systems for Time-Dependent Tasks: Experiences from a Study of Windows NT ","Proceedings of the Eighth International Workshop Network and Operating Systems Support for Digital Audio and Video NOSSDAV Network and Operating System Support for Digital Audio and Video England","M Jones"
"84","2","21","M Jones, M Jones, J Regehr","The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ","Proceedings of the Seventh Workshop Hot Topics Operating Systems HotOS VII Rio Rico IEEE Computer Society","M Jones"
"85","2","22","M Jones, M Jones, J Regehr, S Saroiu","Two Case Studies in Predictable Application Scheduling Using Rialto/NT ","Proceedings of the Seventh Real Time Technology and Applications Symposium RTAS IEEE Real Time Technology and Applications Symposium Taipei","M Jones"
"86","2","23","M Jones, M Jones","Bringing the C Libraries With Us into a Multi-Threaded Future ","Proceedings of the Winter Usenix Conference pages","M Jones"
"87","2","40","M Thompson, R Rashid","Matchmaker: An Interface Specification Language for Distributed Processing ","POPL Symposium Principles of Programming Languages","M Jones"
"88","2","24","M Jones, M Jones","Consumer Real-Time Systems and Applications ","Invited position statement Distributed Systems Online Real Time and Embedded Systems area special issue Where is Real Time and Embedded Systems Research Going issue IEEE","M Jones"
"89","2","41","A Wolman, A Kermarrec, A Rowstron, H Wang, M Theimer, M Castro","An Evaluation of Scalable Application-Level Multicast Built Using Peer-To-Peer Overlays ","INFOCOM The Conference Computer Communications","M Jones"
"90","2","25","M Jones, M Jones","Adaptive Real-Time Resource Management Supporting Composition of Independently Authored Time-Critical Services ","Proceedings of the Fourth Workshop Workstation Operating Systems WWOS Workshop Workstation Operating Systems now HotOS IV Computer Animation pages IEEE Computer Society","M Jones"
"91","2","42","A Wolman, M Theimer, N Harvey, S Saroiu","SkipNet: A Scalable Overlay Network with Practical Locality Properties ","USENIX the Advanced Computing Systems Association Symposium Internet Technologies and Systems","M Jones"
"92","2","26","M Jones, M Jones","Inheritance in Unlikely Places: Using Objects to Build Derived Implementations of Flat Interfaces ","Proceedings of the Second International Workshop Object Orientation Operating Systems IWOOOS pages IEEE Computer Society","M Jones"
"93","2","27","M Jones, M Jones","Interposition Agents: Transparently Interposing User Code at the System Interface ","Proceedings of the th ACM Symposium Operating Systems Principles ICSC Symposium Neural Computation pages","M Jones"
"94","2","28","M Jones, M Jones","The Microsoft Interactive TV System: An Experience Report ","Microsoft Research Technical Report MSR TR","M Jones"
"95","2","29","M Jones, M Jones","Transparently Interposing User Code at the System Interface ","Ph D thesis Carnegie Mellon University School of Computer Science Available Technical Report CMU CS","M Jones"
"96","2","1","","Consumer Real-Time Systems ","ACM Comput Surv","M Jones"
"97","2","2","","Adaptive Real-Time Resource Management Supporting Composition of Independently Authored Time-Critical Services ","Workshop Workstation Operating Systems","M Jones"
"98","2","3","","Adaptive Real-Time Resource Management Supporting Modular Composition of Digital Multimedia Services ","NOSSDAV Network and Operating System Support for Digital Audio and Video","M Jones"
"99","2","4","","Interposition Agents: Transparently Interposing User Code at the System Interface ","SOSP Symposium Operating Systems Principles","M Jones"
"100","2","5","","Interposition Agents: Transparently Interposing User Code at the System Interface ","Secure Internet Programming","M Jones"
"101","2","6","","A Toolkit for Interposing User Code at the System Interface Abstract ","Operating Systems Review","M Jones"
"102","2","7","A Birrell, E Wobber","A Simple and Efficient Implementation for Small Databases ","SOSP Symposium Operating Systems Principles","M Jones"
"103","2","8","M Jones, W Bolosky, R Draves, R Fitzgerald, C Fraser, M Jones, T Knoblock, R Rashid","Operating System Directions for the Next Millennium ","Proceedings of the Sixth Workshop Hot Topics Operating Systems HotOS Cape Cod IEEE Computer Society","M Jones"
"104","2","9","M Jones, W Bolosky, J Barrera, I III, R Draves, R Fitzgerald, G Gibson, M Jones, S Levi, N Myhrvold, R Rashid","The Tiger Video Fileserver ","Proceedings of the Sixth International Workshop Network and Operating System Support for Digital Audio and Video NOSSDAV Network and Operating System Support for Digital Audio and Video Zushi IEEE Computer Society","M Jones"
"105","2","10","M Jones, L Cabrera, M Jones, M Theimer","Herald: Achieving a Global Event Notification Service ","Proceedings of the Eighth Workshop Hot Topics Operating Systems HotOS VIII Elmau IEEE Computer Society","M Jones"
"106","2","11","M Jones, G Candea, M Jones","Vassal: Loadable Scheduler Support for Multi-Policy Scheduling ","Proceedings of the Second USENIX the Advanced Computing Systems Association Windows Symposium pages Given best student paper award","M Jones"
"107","3","10","J Hess, D Lee, S Harper, P Athanas","Proceedings of IEEE Symposium on Field-Programmalbe Custom Computing Machines, Napa, CA, April, ","NA","M Jones"
"108","3","11","D Lee, P Athanas, S Midkiff","Towards Active Hardware ","IWAN International Working Conference Active Networks","M Jones"
"109","3","12","D Lehn, K Puttehowda, J Park, P Athanas","Evaluation of Rapid Context Switching on a CSRC Device,,","ERSA","M Jones"
"110","3","13","T Martin, Z Nakad","Communications in Electronic Textile Systems ","Communications Computing","M Jones"
"111","3","30","P Plassmann","Solution of Large, Sparse Systems of Linear Equations in Massively Parallel Applications ","Supercomputing","M Jones"
"112","3","14","T Martin, Z Nakad","A Service Backplane for e-Textiles,","MAMSET Proc Workshop Modeling Analysis and Middleware Support for Electronic Textiles","M Jones"
"113","3","31","L Scharf, J Scott, C Twaddle, M Yaconis, K Yao, P Athanas, B Schott","``Implementing an API for Distributed Adaptive Computing Systems,''","Proceedings of IEEE Symposium Field Programmable Custom Computing Machines Computer Animation","M Jones"
"114","3","15","S Mehrotra, J Park","Tasking Distributed Sensor Networks,","Int J of Supercomputer Applications","M Jones"
"115","3","32","D Szyld","``Two-stage Multisplitting Methods with Overlapping Blocks,''","Numerical Linear Algebra with Applications v","M Jones"
"116","3","16","J Park, M Nandwani, P Plassmann, Y Yi","Examining the Communication Requirements of Remote Scientific Visualization ","Communications Computing","M Jones"
"117","3","33","M Tang, P Plassmann, T Canfield","Modeling Piezoelectric Crystals on the Intel Delta ","PPSC SIAM Conference Parallel Processing for Scientific Computing","M Jones"
"118","3","17","J Park, P Plassmann, Y Yi","The Use of Configurable Computing in Scientific Simulations ","PDPTA Parallel and Distributed Processing Techniques and Applications","M Jones"
"119","3","18","M Patrick","``Factoring Indefinite Matrices on High-Performance Architectures,''","SIAM Society for Industrial and Applied Mathematics Journal Matrix Analysis and Applications v","M Jones"
"120","3","19","M Patrick","Vector and Parallel-Vector Implementations of Lanczo's Method for the Generalized Eigenvalue Problem ","PPSC SIAM Conference Parallel Processing for Scientific Computing","M Jones"
"121","3","1","I -, NA ","","NA","M Jones"
"122","3","2","W Barry, P Plassmann","``Parallel Adaptive Mesh Refinement Techniques for Plasticity Problems,''","Advances Engineering Software","M Jones"
"123","3","3","E Coupey","A Script-Based Approach for E-Commerce Applications,","Quarterly Journal of Electronic","M Jones"
"124","3","4","J Edmison, T Martin, Z Nakad","Using Piezoelectric Materials for Wearable Electronic Textile ","ISWC International Symposium Wearable Computers","M Jones"
"125","3","5","J Edmison, Z Nakad, T Martin"," Using piezoelectric materials for wearable electronic textiles, ","Wearable Computers","M Jones"
"126","3","6","L Freitag, P Plassmann","A Parallel Algorithm for Mesh Smoothing ","PPSC SIAM Conference Parallel Processing for Scientific Computing","M Jones"
"127","3","7","L Freitag, P Plassmann","``A Parallel Algorithm for Mesh Smoothing,''","SIAM Society for Industrial and Applied Mathematics Journal Scientific Computing","M Jones"
"128","3","8","L Freitag, P Plassmann","``The Scalability of Mesh Improvement Algorithms,''","IMA Journal of Applied Mathematics Volumes Mathematics and its Applications v","M Jones"
"129","3","9","R Gjertsen, P Plassmann","``Parallel Heuristics for Improved, Balanced Graph Colorings,''","Journal of Parallel and Distributed Computing v","M Jones"
"130","3","20","P Plassmann","``Computational Results for Parallel Unstructured Mesh Computations''","Computing Systems Engineering v","M Jones"
"131","3","21","P Plassmann","``Adaptive Refinement of Unstructured Finite-Element Meshes,''","Journal of Finite Elements Analysis and Design v","M Jones"
"132","3","22","P Plassmann","``Algorithm : Fortran Subroutines to Compute Improved Incomplete Cholesky Factorizations,''","ACM Trans Mathematical Software v","M Jones"
"133","3","23","P Plassmann","``An Improved Incomplete Cholesky Factorization,''","ACM Trans Mathematical Software v","M Jones"
"134","3","24","P Plassmann","``Unstructured Mesh Computations on Networks of Workstations,''","Computer Aided Civil and Infrastructure Engineering","M Jones"
"135","3","25","P Plassmann, R Gjertsen","Parallel Heuristics for Improved, Balanced Graph Colorings ","J Parallel Distrib Comput","M Jones"
"136","3","26","P Plassmann","``Parallel Algorithms for Adaptive Mesh Refinement,''","SIAM Society for Industrial and Applied Mathematics Journal Scientific Computing v","M Jones"
"137","3","27","P Plassmann","Parallel Solution of Unstructured, Sparse Systems of Linear Equations ","PPSC SIAM Conference Parallel Processing for Scientific Computing","M Jones"
"138","3","28","P Plassmann","Recent Results in the Modeling of Type - II Superconductors on Massively Parallel Computers ","PPSC SIAM Conference Parallel Processing for Scientific Computing","M Jones"
"139","3","29","P Plassmann","Scalable Iterative Solution of Sparse Linear Systems ","Parallel Computing","M Jones"
"140","4","10","G Buchanan, A Blandford, H Thimbleby","Spatial hypertext as a Reader Tool in Digital Libraries ","ACM IEEE Joint Conference Digital Libraries Workshop Visual Interfaces to Digital Libraries","M Jones"
"141","4","11","G Buchanan, H Thimbleby","Sorting Out Searching on Small Screen Devices ","HCI Human Computer Interaction","M Jones"
"142","4","12","C C&eacute, c Rigny, H Thimbleby, Y Theng","HyperAT: HCI and Web Authoring ","BCS British Computer Society HCI Human Computer Interaction","M Jones"
"143","4","13","P Curzon, A Blandford, G Marsden, M Tools","Proceedings of the th Annual Conference on the Teaching of Computing Smith;August CTC Dublin University","NA","M Jones"
"144","4","30","P Woodland","Using Relative Duration in Large Vocabulary Speech Recognition ","Proceedings of EuroSpeech","M Jones"
"145","4","14","E delGaldo, P Gough, R Noble, P Stenton","A New User Interface Metaphor for Mobile Personal Technologies ","J Siddiqi Wilkinson J Eds Companion Proceedings of People and Computers XIII UK","M Jones"
"146","4","31","G Buchanan","Search Interfaces for Handheld Web Browsers ","Poster Proceedings th International Conference World Wide Web","M Jones"
"147","4","15","H Dunlop, S Cunningham","A Digital Library of Conversational Expressions - Helping Profoundly Disabled Users Communicate ","Proceedings of the second ACM IEEE CS joint conference Digital libraries","M Jones"
"148","4","32","G Buchanan, H Thimbleby","Sorting Out Searching on Small Screen Devices ","Paterno F Ed Proceedings of the th International Symposium HCI Human Computer Interaction Pisa LNCS Springer","M Jones"
"149","4","16","P Jain, G Buchanan","Changing the Pace of Search - Supporting Background Information Needs ","CHI Conference Human Factors Computing Systems Workshop Search","M Jones"
"150","4","33","G Marsden, N Mohd-Nasir, G Buchanon","A Site Based Outliner for Small Screen Web Access ","Poster Proceedings of the th International Conference World Wide Web Toronto","M Jones"
"151","4","17","","Conventional art as Web Exhibits - a New Electronic Art Form ","Proc International Symposium Electronic Art","M Jones"
"152","4","50","Y Theng, C Rigny, H Thimbleby","HyperAT: HCI and Web Authoring ","O Conaill Thomas P J pp","M Jones"
"153","4","34","","The Use of Acoustic-Level Prosodics in Large Vocabulary Speech Recognition ","Ph D Thesis University of Engineering Department","M Jones"
"154","4","18","G Marsden","From the Large to the Small Screen Digest / : Colloquium on Issues for Networked Interpersonal Communications, , London, U K IEE Savoy Place, London ","NA","M Jones"
"155","4","51","Y Theng, H Thimbleby","Lost in Hyperspace - Psychological Problem or Bad Design?","Proceedings of the first Asia Pacific Conference Computer Human Interaction Information Technology Institute","M Jones"
"156","4","35","G Marsden","Ubiquitous Computing and Cellular Handsets--are Menus the Best Way Forward? ","South African Computer Journal Computer Society of South Africa","M Jones"
"157","4","19","N Mohd-Nasir, G Buchanon","Evaluation of WebTwig - a Site Outliner for Handheld Web Access ","Gellerson H W Ubiquitous Computing Karlsrhue LNCS Springer","M Jones"
"158","4","52","Y Theng, C Rigny, H Thimbleby",", Improved Conceptual Design for Better Hypertext ","Adjunct Proceedings of BCS British Computer Society HCI Human Computer Interaction U K","M Jones"
"159","4","36","G Marsden","Ubiquitous Computing and Cellular Handsets - are Menus the Best Way Forward?","Proceedings of SAICSIT Best paper at conference winner","M Jones"
"160","4","53","Y Theng, H Thimbleby",", Reducing Information Overload: a Comparative Study of Hypertext Systems ","IEE Digest Colloquium Information Overload London U K IEE","M Jones"
"161","4","37","G Marsden, H Thimbleby, P Gillary","Data Structures in the Design of Interfaces ","Personal and Ubiquitous Computing","M Jones"
"162","4","54","M Jones, H Thimbleby, A Blandford, P Cairns, P Curzon, M Jones, D J, C People, S London","","NA","M Jones"
"163","4","38","G Marsden, G Buchanan","Exploring Small Screen Digital Library Access with the Greenstone Digital Library ","ECDL European Conference Digital Libraries","M Jones"
"164","4","55","H Thimbleby","Obituary for a Fax ","Personal and Ubiquitous Computing","M Jones"
"165","4","39","G Marsden, G Buchanan, H Thimbleby, M Pazzani, S Farrant","Improving mobile internet usability ","WWW World Wide Web Conference Series","M Jones"
"166","4","56","H Thimbleby, G Marsden","Empowering Consumers with Usability Certificates ","Turner S Turner P Eds Proceedings of People and Computers XIV II Sunderland pp","M Jones"
"167","4","57","H Thimbleby, P Cairns","Usability Analysis with Markov Models ","ACM Transactions Computer Human Interaction TOCHI Computer Human Interaction ACM Press","M Jones"
"168","4","58","H Thimbleby, Y Theng",", Is Lost in Hyperspace Lost in Controversy?","Poster Proceedings of ACM Hypertext Southampton UK","M Jones"
"169","4","59","I Witten, D Bainbridge, S Cunningham","Creativity and Digital Libraries ","Journal of Digital Creativity press","M Jones"
"170","4","20","G Buchanan, G Marsden","Mobile Interfaces for Web Access, Workshop on Web & Mobility,"," th World Wide Web Conference","M Jones"
"171","4","21","P Woodland","Modelling Syllable Characteristics to Improve a Large Vocabulary Speech Recogniser ","Proc ICSLP Yokohama","M Jones"
"172","4","22","P Woodland","Exploiting Variable Width Features in Large Vocabulary Speech Recognition ","Proc IEEE ICASSP","M Jones"
"173","4","23","G Marsden, N Mohd-Nasir, K Boone","Improving Web Interaction in Small Screen Displays ","Computer Networks","M Jones"
"174","4","40","G Marsden, G Buchanan, K Boone, N Mohd-Nasir","Improving Web Interaction on Small Displays ","Computer Networks","M Jones"
"175","4","24","G Buchanan, H Thimbleby","Improving web search on small screen devices ","Interacting with Computers","M Jones"
"176","4","41","G Marsden, H Thimbleby, P Gillary","Successful User Interface Design from Efficient Computer Algorithms ","Conference Extended Abstracts Human Factors Computer Systems ACM CHI Conference Human Factors Computing Systems The Hague pp","M Jones"
"177","4","25","","Uniting Authors and Readers - Active Links in the World Wide Web ","Conference Companion Proceedings of the first Asia Pacific Conference Computer Human Interaction","M Jones"
"178","4","42","G Marsden, G Buchanan, P Jain","Using a Mobile Device to Vary the Pace of Search ","HCI Human Computer Interaction","M Jones"
"179","4","26","","Natural Language to Knowledge Base M Phil ","Thesis University of Engineering Department","M Jones"
"180","4","43","G Marsden, P Gillary, H Thimbleby","The Use of Algorithms in Interface Design ","International Journal of Personal and Ubiquitous Technologies Springer","M Jones"
"181","4","27","","Productivity paradox ","Encyclopaedia of Computers and Computer History Fitzroydearborn Publishing","M Jones"
"182","4","44","B Nardi, E Mynatt","Special Issue on Social Issues ","ACM Transactions Human Computer Interaction","M Jones"
