"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"54","1","31","W Aalst, H Verbeek","Dynamic Work Distribution in Workflow Management Systems: How to balance quality and performance?","Journal of MIS Workshop Multimedia Information Systems Winter","A Kumar"
"55","1","32","L Zhao","Dynamic Routing and Operational Controls in a Workflow Management System,","Management Science Volume","A Kumar"
"56","1","33","L Zhao","A Framework for Dynamic Routing and Operational Integrity Controls in a Workflow Management System,"," th International Conference Systems Sciences","A Kumar"
"57","1","34","K Kumar, A A","A Framework for handling delegation in Workflow Management Systems,","Workshop Information Technology and Systems WITS Workshop Information Technologies and Systems","A Kumar"
"58","1","35","","Global Coordination through Local Exchanges and Randomization,"," manuscript","A Kumar"
"59","1","36","","G-Tree: A New Data Structure for Organizing Multi-dimensional Data,","IEEE Transactions Knowledge and Data Engineering","A Kumar"
"60","1","37","S Cheung","A High Availability Sqrt N Hierarchical Grid Algorithm for Replicated Data,","Information Processing Letters","A Kumar"
"61","1","70","","A Study of Spatial Clustering Techniques,","Lecture notes Computer Science Springer Verlag Proceedings of the Fifth International DEXA Database and Expert Systems Applications conference","A Kumar"
"62","1","38","N Adly","HPP: A Reliable Causal Broadcast Protocol for Large Scale Replication in Wide Area Networks,","Computer Journal Volume","A Kumar"
"63","1","71","","Techniques for Indexing Large Numbers of Rules and Constraints in a Database System,","Proceedings of the Fourth International Conference Database and Expert System Applications DEXA Database and Expert Systems Applications Valencia Springer Verlag Publishers","A Kumar"
"64","1","39","","Hierarchical Quorum Consensus: A New Algorithm for Managing Replicated Data,","IEEE Transaction Computers","A Kumar"
"65","1","72","M Stonebraker","The Effect of Join Selectivity on Optimal Nesting Order,","ACM SIGMOD International Conference Management of Data Special Interest Group Management of Data Record","A Kumar"
"66","1","1","","G-Tree: A New Data Structure for Organizing Multidimensional Data ","IEEE Trans Knowl Data Eng","A Kumar"
"67","1","73","R Liu","Leveraging Information Sharing to Increase Supply Chain Configurability,","Proceedings of the Twenty Fourth International Conference Information Systems forthcoming","A Kumar"
"68","1","2","","Hierarchical Quorum Consensus: A New Algorithm for Managing Replicated Data ","IEEE Trans Computers","A Kumar"
"69","1","74","K Malik","Optimizing the Costs of Hierarchical Quorum Consensus ","Acta Inf","A Kumar"
"70","1","3","","An efficient algorithm for solving the partial sum query problem ","Inf Sci","A Kumar"
"71","1","75","M Rabinovich, R Sinha","A Performance Study of General Grid Structures for Replicated Data ","ICDCS International Conference Distributed Computing Systems","A Kumar"
"72","1","4","","An Efficient SuperGrid Protocol for High Availability and Load Balancing ","IEEE Trans Computers","A Kumar"
"73","1","76","A Segev","Cost and Availability Tradeoffs in Replicated Data Concurrency Control ","ACM Trans Database Syst","A Kumar"
"74","1","5","","An Analysis of Borrowing Policies for Escrow Transactions in a Replicated Data Environment ","ICDE International Conference Data Engineering","A Kumar"
"75","1","77","A Segev","Optimizing Voting-Type Algorithms for Replicated Data ","EDBT Extending Database Technology","A Kumar"
"76","1","6","","New Techniques for Data Reduction in a Database System for Knowledge Discovery Applications ","J Intell Inf Syst","A Kumar"
"77","1","78","A Segev","Optimization And Evaluating Algorithms for Replicated Data Concurrency Control ","ICDCS International Conference Distributed Computing Systems","A Kumar"
"78","1","7","","Performance Analysis of Hierarchical Quorum Consensus Algorithm for Replicated Objects ","ICDCS International Conference Distributed Computing Systems","A Kumar"
"79","1","8","","A Randomized Algorithm for Distributed Consensus ","Symposium Reliable Distributed Systems","A Kumar"
"80","1","79","E Stohr, J Zhao","A Workflow-Centric Study of Organizational Knowledge Distribution ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","A Kumar"
"81","1","9","","A Study of Spatial Clustering techniques ","DEXA Database and Expert Systems Applications","A Kumar"
"82","1","40","I Olmeda","Hybrid Classifiers for Knowledge Discovery,","Proceedings INFORMS Conference Information Systems and Technology San Diego","A Kumar"
"83","1","41","K Malik","Voting Mechanisms in Distributed Systems,","IEEE Transactions Reliability","A Kumar"
"84","1","42","W Muhanna, R Patterson","Mean-Variance Analysis of the Performance of Spatial Clustering Methods,","International Journal of Geographical Information Sciences","A Kumar"
"85","1","43","L Zhao","XRL: An Extensible Routing Language for Electronic Commerce Applications,","International Conference Telecommunications and Electronic ICTEC Nashville","A Kumar"
"86","1","44","J Wainer, Z Zhang","Meta-workflows and ESP: A Framework for Coordination, Exception Handling, and Adaptability in Workflow Systems,","CAiSE Workshop Web Services e Business and the Semantic Web WES Web Services E Business and the Semantic Web Proceedings to be published by Springer Verlag publishers","A Kumar"
"87","1","45","","An Efficient Algorithm for Solving the Partial Sum Query Problem,","Information Sciences","A Kumar"
"88","1","46","","An Efficient SuperGrid Protocol for High Availability and Load Balancing","IEEE Transactions Computers Volume","A Kumar"
"89","1","47","V Rao, H Soni","An Empirical Comparison of Neural Networks and Logistic Regression Methods,","Marketing Letters","A Kumar"
"90","1","80","M Stonebraker","Performance Considerations for an Operating System Transaction Manager ","IEEE Trans Software Eng","A Kumar"
"91","1","48","","A New algorithm for Distributed Consensus,","Distributed and Parallel Databases","A Kumar"
"92","1","81","M Stonebraker","Performance Evaluation of an Operating System Transaction Manager ","VLDB Very Large Data Bases","A Kumar"
"93","1","49","","An Analysis of Borrowing Policies for Escrow Transactions in a Replicated Data Environment,","Proceedings of the Sixth IEEE International Conference Data Engineering Los Angeles Computer Animation","A Kumar"
"94","1","82","M Stonebraker","Operating System Support for Data Management ","IEEE Database Eng Bull","A Kumar"
"95","1","83","M Stonebraker","Semantics Based Transaction Management Techniques for Replicated Data ","SIGMOD International Conference Management of Data Conference","A Kumar"
"96","1","84","M Stonebraker","The Effect of Join Selectivities on Optimal Nesting Order ","SIGMOD International Conference Management of Data Record","A Kumar"
"97","1","85","G Tong, G Karvounarakis, M Xiong, R Hull, V Christophides","Beyond Discrete E-Services: Composing Session-Oriented Services in Telecommunications ","TES Technologies for E Services","A Kumar"
"98","1","86","H Verbeek, W Aalst, X XRL/Woflan","Verification and Extensibility of an XML/Petri-net-based language for inter-organizational workflows,","Information Technology and Management","A Kumar"
"99","1","87","H Verbeek, W Aalst","Organizational Modeling in UML and XML in the Context of Workflow Systems ","SAC Selected Areas Cryptography","A Kumar"
"100","1","88","J Wainer, P Barthelmess","W-RBAC - A workflow security model incorporating controlled overriding of constraints,","International Journal Cooperative Information Systems forthcoming","A Kumar"
"101","1","89","J Wainer, P Barthelmess","Security Management in the presence of delegation and revocation in workflow system,"," for publication","A Kumar"
"102","1","10","","Techniques for Indexing Large Numbers of Constraints and Rules in a Database System ","DEXA Database and Expert Systems Applications","A Kumar"
"103","1","11","W Aalst, H Verbeek","Verification of XRL: An XML-based Workflow Language,","Proceedings of the Sixth International Conference Computer Supported Cooperative Work Design","A Kumar"
"104","1","12","W Aalst","XML Based Schema Definition for Support of Inter-organizational Workflow,","Information Systems Research","A Kumar"
"105","1","13","W Aalst, H Verbeek","XRL/Woflan: Verification and extensibility of an XML/Petri-net based language for inter-organizational workflows,","Proceedings of the th Informs Conference Information Systems and Technology CIST Beach This paper received the best paper award at the conference Full version of this paper is also available","A Kumar"
"106","1","14","W Aalst","A Reference Model for Team-Enabled Workflow Management Systems,","Data and Knowledge Engineering","A Kumar"
"107","1","15","W Aalst, H Verbeek","Organizational Modeling in UML and XML in the context of Workflow Systems,","ACM Symposium Applied Computing","A Kumar"
"108","2","1","NA ","Intelligent Traffic Engineering of Internets: Towards a Model-Based Approach ","HiPC","A Kumar"
"109","2","2","F Bonomi","Adaptive Load Balancing in a Multi-Processor System with a Central Job Scheduler ","Computer Performance and Reliability","A Kumar"
"110","2","3","F Bonomi","Adaptive Optimal Load Balancing in a Heterogeneous Multiserver System with a Central Job Scheduler ","ICDCS International Conference Distributed Computing Systems","A Kumar"
"111","2","4","F Bonomi","Adaptive Optimal Load Balancing in a Nonhomogeneous Multiserver System with a Central Job Scheduler ","IEEE Trans Computers","A Kumar"
"112","2","5","NA ","Adaptive Load Control of the Central Processor in a Distributed System with a Star Topology ","IEEE Trans Computers","A Kumar"
"113","2","6","B Doshi, F Bonomi, J Kaufman, T Lee","A Case Study of an Adaptive Load Balancing Algorithm ","Queueing Syst","A Kumar"
"114","2","7","M Gupta, R Shorey","Queueing Models and Stability of Message Flows in Distributed Simulators of Open Queueing Networks ","Workshop Parallel and Distributed Simulation","A Kumar"
"115","2","8","M Gupta","A Nonblocking Algorithm for the Distributed Simulation of FCFS Queueing Networks with Irreducible Markovian Routing ","Workshop Parallel and Distributed Simulation","A Kumar"
"116","2","9","R Shorey","Performance Analysis and Scheduling of Stochastic Fork-Join Jobs in a Multicomputer System ","IEEE Trans Parallel Distrib Syst","A Kumar"
"117","2","10","K Rege, R Shorey","Instability and Performance Limits of Distributed Simulators of Feedforward Queueing Networks ","ACM Trans Model Comput Simul","A Kumar"
"118","2","11","S Kurapati","Optimal Scheduling of a Processor Executing a Communication Protocol Stack ","NETWORKS","A Kumar"
"119","2","12","S Anand, T Babu","Comparative Performance of Queueing Strategies for LAN - WAN Routers in Packet Data Networks ","NETWORKS","A Kumar"
"120","2","13","N Modani, P Dube","Measurement Based Optimal Source Shaping with a Shaping+Multiplexing Delay Constraint ","INFOCOM The Conference Computer Communications","A Kumar"
"121","2","14","S Abraham","A Stochastic Approximation Approach for Max-Min Fair Adaptive Rate Control of ABR Sessions with MCRs ","INFOCOM The Conference Computer Communications","A Kumar"
"122","2","15","A Kherani","Stochastic Models for Throughput Analysis of Randomly Arriving Elastic Flows in the Internet ","INFOCOM The Conference Computer Communications","A Kumar"
"123","2","16","A Kherani","Closed Loop Analysis of the Bottleneck Buffer under Adaptive Window Controlled Transfer of HTTP-Like Traffic ","INFOCOM The Conference Computer Communications","A Kumar"
"124","2","17","M Goyal, V Sharma","Power Constrained and Delay Optimal Policies for Scheduling Transmission over a Fading Channel ","INFOCOM The Conference Computer Communications","A Kumar"
"125","2","18","R Cole","Comparative Performance of Interleaved and Non-Interleaved Pipelining in LAPD Terminal Adaptors ","INFOCOM The Conference Computer Communications","A Kumar"
"126","2","19","L Jacob","Comparative Performance of Scheduling Strategies for Switching and Multiplexing in a Hub Based ATM Network: A Simulation Study ","Computer Networks","A Kumar"
"127","2","20","R Cole","Comparative Performance of Interleaved and Non-Interleaved Pipelining in ATM Terminal Adapters ","Computer Networks and ISDN Systems","A Kumar"
"128","2","21","S Abraham","A new approach for asynchronous distributed rate control of elastic sessions in integrated packet networks ","IEEE ACM Trans Netw","A Kumar"
"129","2","22","L Jacob","Delay performance of some scheduling strategies in an input queuing ATM switch with multiclass bursty traffic ","IEEE ACM Trans Netw","A Kumar"
"130","2","23","C Rosenberg, S Ramesh","Revenue maximization in ATM networks using the CLP capability and buffer priority management ","IEEE ACM Trans Netw","A Kumar"
"131","2","24","NA ","Comparative performance analysis of versions of TCP in a local network with a lossy link ","IEEE ACM Trans Netw","A Kumar"
"132","2","25","A Karnik, A Anvekar, S Shakkottai","TCP performance over end-to-end rate control and stochastic available capacity ","IEEE ACM Trans Netw","A Kumar"
"133","2","26","D Patil","Stability and throughput analysis of unslotted CDMA-ALOHA with finite number of users and code sharing ","Telecommunication Systems","A Kumar"
"134","3","10","A Gupta, T Roughgarden","A Constant Factor Approximation Algorithm for the Multicommodity Rent-or-Buy Problem "," FOCS IEEE Symposium Foundations of Computer Science","A Kumar"
"135","3","11","A Gupta, R Rastogi","Exploring the trade-off between label size and stack depth in MPLS Routing ","INFOCOM The Conference Computer Communications","A Kumar"
"136","3","12","A Gupta, M P&aacute, l l, T Roughgarden","Approximation Via Cost-Sharing: A Simple Approximation Algorithm for the Multicommodity Rent-or-Buy Problem ","FOCS IEEE Symposium Foundations of Computer Science","A Kumar"
"137","3","13","A Gupta, J Kleinberg, R Rastogi, B Yener","Provisioning a virtual private network : A network design problem for multicommodity flow "," Proc rd ACM Symposium Thoery of Computing","A Kumar"
"138","3","14","A Gupta, R Rastogi","Routing Issues in MPLS Or, How to Travel with a Pez Dispenser "," Proc IEEE Symposium Foundations of Computer Science","A Kumar"
"139","3","15","A Gupta, T Roughgarden","Simpler and better approximation algorithms for network design ","STOC ACM Symposium Theory of Computing","A Kumar"
"140","3","16","A Gupta","Sorting and Selection with Structured Costs "," Proc IEEE Symposium Foundations of Computer Science","A Kumar"
"141","3","17","A Gupta, M Thorup","Tree based MPLS routing ","SPAA ACM Symposium Parallel Algorithms and Architectures","A Kumar"
"142","3","18","A Gupta, R Rastogi","Traveling with a Pez Dispenser Or, Routing Issues in MPLS ","FOCS IEEE Symposium Foundations of Computer Science","A Kumar"
"143","3","19","D Kempe, J Kleinberg","Connectivity and inference problems for temporal networks "," Proc ACM Symposium Thoery of Computing","A Kumar"
"144","3","1","Y Breitbart, M Garofalakis, A Gupta, R Rastogi","On configuring BGP route reflectors "," preparation","A Kumar"
"145","3","2","Y Breitbart, M Garofalakis, R Rastogi","Optimal configuration of OSPF aggregates "," Proc st IEEE INFOCOM The Conference Computer Communications","A Kumar"
"146","3","3","A Chakrabarti, A Gupta, C Chekuri","Approximation Algorithms for the Unsplittable Flow Problem ","APPROX","A Kumar"
"147","3","4","C Chekuri, A Gupta, S Naor, D Raz","Building edge-failure resilient networks "," Proc th International Conference IPCO Integer Programming Combinatorial Optimization","A Kumar"
"148","3","5","M Garofalakis","Correlating XML data streams using tree-edit distance embeddings ","PODS Symposium Principles of Database Systems","A Kumar"
"149","3","6","M Garofalakis, R Rastogi, Y Breitbart","Optimal Configuration of OSPF Aggregates ","INFOCOM The Conference Computer Communications","A Kumar"
"150","3","7","M Garofalakis, R Rastogi, Y Breitbart","Optimal configuration of OSPF aggregates ","IEEE ACM Trans Netw","A Kumar"
"151","3","8","A Gupta, C Chekuri, D Raz, J Naor","Building Edge-Failure Resilient Networks ","IPCO Integer Programming Combinatorial Optimization","A Kumar"
"152","3","9","A Gupta, T Roughgarden","A Constant-Factor Approximation Algorithm for the Multicommodity ","FOCS IEEE Symposium Foundations of Computer Science","A Kumar"
"153","3","20","D Kempe, J Kleinberg","Connectivity and Inference Problems for Temporal Networks ","J Comput Syst Sci","A Kumar"
"154","3","21","J Kleinberg","Fairness measures for resource allocation "," Proc st IEEE Symposium Foundations of Computer Science","A Kumar"
"155","3","22","J Kleinberg","Wavelength Conversion in optical networks "," Proc th ACM SIAM Society for Industrial and Applied Mathematics Symposium Discrete Algorithms","A Kumar"
"156","3","23","J Kleinberg","Wavelength Conversion in Optical Networks ","J Algorithms","A Kumar"
"157","3","24","R Rastogi, A Silberschatz, B Yener","Algorithms for provisioning VPNs in the hose model "," Proc ACM SIGCOMM Special Interest Group Data Communications","A Kumar"
"158","3","25","A Silberschatz, B B&uuml, l Yener, R Rastogi","Algorithms for provisioning virtual private networks in the hose model ","SIGCOMM Special Interest Group Data Communications","A Kumar"
"159","3","26","A Silberschatz, B B&uuml, l Yener, R Rastogi","Algorithms for provisioning virtual private networks in the hose model ","IEEE ACM Trans Netw","A Kumar"
"160","3","27","C Swamy","Primal-Dual Algorithms for Connected Facility Location Problems ","APPROX","A Kumar"
"161","3","28","C Swamy","Primal-dual Algorithms for Connected Facility Location Prolems "," APPROX","A Kumar"
"162","4","10","J Lewis, R Ragade","A Multiple Copy Distributed Genetic Algorithm for Bin-Packing ","PDPTA Parallel and Distributed Processing Techniques and Applications","A Kumar"
"163","4","11","M Wurth, R Ragade","Design and Implementation of Wireless Medical Charts System ","PDPTA Parallel and Distributed Processing Techniques and Applications","A Kumar"
"164","4","12","D Agrawal","On System Effectiveness Evaluation of Real-Time Parallel and Distributed Computing Systems ","ICPP International Conference Parallel Processing","A Kumar"
"165","4","13","C Chen","Comments on Area-Time Optimal Adder Design ","IEEE Trans Computers","A Kumar"
"166","4","14","D Agrawal","Parameters for System Effectiveness Evaluation of Distributed Systems ","IEEE Trans Computers","A Kumar"
"167","4","15","A Elmaghraby","Simulation TC: Active and Vibrant ","IEEE Computer","A Kumar"
"168","4","16","M Kantardzic","Toward Autonomic Distributed Data Mining with Intelligent Web Services ","IKE Innovation Knowledge and Economic dynamics","A Kumar"
"169","4","1","A Srivastava, R Pathak","Distributed Approach for Implementing Genetic Algorithms ","ICPP International Conference Parallel Processing","A Kumar"
"170","4","2","C Deshpande, L Dunning, S Ramakrishnan","Performance Comparison of Two Algorithms for Task Assignment ","ICPP International Conference Parallel Processing","A Kumar"
"171","4","3","V Konda","A Framework for Dependence Based Optimization and Parallelization of Practical DO Loops ","ICPP International Conference Parallel Processing","A Kumar"
"172","4","4","M Gupta, Y Gupta","Genetic Algorithm Application in a Machine Scheduling Problem ","ACM Conference Computer Science","A Kumar"
"173","4","5","M Gupta, R Pathak","Genetic Algorithm Based Approach for Designing Computer Network Topology ","ACM Conference Computer Science","A Kumar"
"174","4","6","A Singru, A Srivastava, K Kamel","Object-Oriented Simulation of Multimedia-On-Demand Services over ATM Network ","MASCOTS INTERNATIONAL SYMPOSIUM MODELING ANALYSIS AND SIMULATION OF COMPUTER AND TELECOMMUNICATION SYSTEMS","A Kumar"
"175","4","7","A Singru, A Srivastava","Design and Analysis of a Video-on-Demand Server ","Multimedia Syst","A Kumar"
"176","4","8","V Konda","A Systematic Framework for the Dependence Cycle Removal in Practical Loops ","J Parallel Distrib Comput","A Kumar"
"177","4","9","I Ikonen, J Wissel, R Ragade, W Biles","A Genetic Algorithm for Packing Three-Dimensional Non-Convex Objects Having Cavities and Holes ","ICGA International Computer Games Association","A Kumar"
"178","5","10","","Model-Based Reasoning for Domain Modeling in a Web-Based Intelligent Tutoring System to Help Students Learn to Debug C++ Programs ","Intelligent Tutoring Systems","A Kumar"
"179","5","11","","Incorporating Environmental Issues into the Computer Science Curriculum","Proceedings of the Eastern Small Computing Conference ESCCC The Richard of New","A Kumar"
"180","5","12","","An Algorithm to Design Loops","The Journal of Computing Small Colleges K","A Kumar"
"181","5","13","","Announcements ","Intelligence","A Kumar"
"182","5","14","","AAAI- Workshop on Reasoning About Function","SIGART Bulletin","A Kumar"
"183","5","15","","AAAI- Workshop Reports: Reasoning About Function","AI Artificial Intelligence Magazine","A Kumar"
"184","5","16","","Problem Generation: Evaluation of Two Domains in Operating Systems ","FLAIRS The AI Research Society Conference Conference","A Kumar"
"185","5","17","","Recent Dissertations: Component Ontological Representation of Function for Candidate Discrimination in Model Based Diagnosis","SIGART Bulletin","A Kumar"
"186","5","18","","A Reified Interface for a Tutor on Program Debugging ","ICALT IEEE International Conference Advanced Learning Technologies","A Kumar"
"187","5","19","","Representation and Diagnosis Using Function in Classes","Working Notes of the International Joint Conference Artificial Intelligence IJCAI International Joint Conference Artificial Intelligence Workshop Representing and Reasoning with Device Function Montreal Computer Animation","A Kumar"
"188","5","20","","Using Classes to Reason About Devices","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing and Reasoning About Function","A Kumar"
"189","5","21","","Using Patterns to Teach Recursion in LISP","Proceedings of the Eastern Small Computing Conference ESCCC Marywood K","A Kumar"
"190","5","22","E author","Developing Courseware for Precedence and Associativity of Operators in C"," Proceedings of the Eastern Small Computing Conference ESCCC The Richard of New","A Kumar"
"191","5","23","A author","Multimedia Courseware for Counter-Controlled Loops in Java"," The Journal of Computing Small Colleges","A Kumar"
"192","5","24","J Chen, J Choi, J Geller, M Taie, S Shapiro, S Srihari, S Upadhyaya","VMES: A Versatile Maintenance Expert System","Department of Computer Science State University of New at Number","A Kumar"
"193","5","25","L Chittaro","Modeling and Reasoning with Function","Working Notes of the American Association for Artificial Intelligence AAAI National Conference Artificial Intelligence Workshop Representing Reasoning About Function","A Kumar"
"194","5","26","L Chittaro","Reasoning about Function and its applications to engineering"," Artificial Intelligence Engineering","A Kumar"
"195","5","27","L Antonio, C Lichack","Implementing a Windows Based Courseware Authoring System","The Journal of Computing Small Colleges","A Kumar"
"196","5","28","P Hall, E Adams, L Carswell, A Ellis, J Meyer, J Motil","Interactive Multimedia Pedagogies - Report of the Working Group on Interactive Multimedia Pedagogy","Proceedings of The First Association for Computing Machinery ACM SIGCSE SIGCUE Special Interest Group Computer Science Education Computers Undergraduate Education Conference Integrating Technology into Computer Science Education Barcelona","A Kumar"
