"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"104","1","104","D Johnson, M Garey, D Johnson, F Preparata, R Tarjan","Triangulating a Simple Polygon,","Information Processing Letters","D Johnson"
"105","1","50","E Coffman, P Shor, R Weber","Bin packing with discrete item sizes, part II: Tight bounds on First Fit ","Random Structures and Algorithms","D Johnson"
"106","1","105","D Johnson, M Goldwasser, D Johnson, NA , C Editors","Proceedings of the th and th DIMACS Implementation Challenges,","American Mathematical Society","D Johnson"
"107","1","51","D Johnson, E Coffman, M Garey, D Johnson","Dynamic Bin Packing,","SIAM Society for Industrial and Applied Mathematics J Computing","D Johnson"
"108","1","106","D Johnson, Z Haas, J Winters, NA , D Johnson","Simulation Results of the Capacity of Cellular Systems,","IEEE Trans Vehicular Technology","D Johnson"
"109","1","52","D Johnson, E Coffman, NA , C Courcoubetis, M Garey, D Johnson, L McGeoch, P Shor, R Weber, M Yannakakis","Fundamental Discrepancies between Average-Case Analyses under Discrete and Continuous Distributions: A Bin Packing Case Study,","Proc rd Ann ACM Symp Theory of Computing Journal versions See below","D Johnson"
"110","1","107","F Hwang, M Garey","Algorithms for a Set Partitioning Problem Arising in the Design of Multipurpose Units ","IEEE Trans Computers","D Johnson"
"111","1","53","D Johnson, E Coffman, NA , D Johnson, F Leighton, P Shor, R Weber","Average Case Behavior of FFD and Optimal Bin Packings on U[ ,a] Distributions,","NA","D Johnson"
"112","1","108","J J&aacute, n Csirik","Bounded Space On-Line Bin Packing: Best is Better than First ","SODA Symposium Discrete Algorithms","D Johnson"
"113","1","54","D Johnson, E Coffman, NA , D Johnson, P Shor, R Weber","Markov Chains, Computer Proofs, and Average-Case Analysis of Best Fit Bin Packing,","Proc th Ann ACM Symp Theory of Computing","D Johnson"
"114","1","109","J J&aacute, n Csirik","Bounded Space On-Line Bin Packing: Best Is Better than First ","Algorithmica","D Johnson"
"115","1","55","E Coffman, M Garey","An Application of Bin-Packing to Multiprocessor Scheduling ","SIAM Society for Industrial and Applied Mathematics J Comput","D Johnson"
"116","1","56","D Johnson, E Coffman, M Garey, D Johnson","Approximation Algorithms for Bin-Packing - An Updated Survey,","Algorithm Design for Computer System Design G Ausiello M Lucertini and P Serafini editors Springer Verlag","D Johnson"
"117","1","57","D Johnson, E Coffman, NA , M Garey, M Garey, D Johnson","Approximation Algorithms for Bin Packing: A Survey,","Approximation Algorithms for NP Hard Problems D Hochbaum editor PWS Publishing","D Johnson"
"118","1","58","D Johnson, E Coffman, NA , D Johnson, G Lueker, P Shor","Probabilistic Analysis of Packing and Related Partitioning Problems,","Statistical Science","D Johnson"
"119","1","59","D Johnson, E Coffman, NA , C Courcoubetis, M Garey, D Johnson, P Shor, R Weber, R Weber, M Yannakakis","Perfect Packing Theorems and the Average Case Behavior of Optimal and Online Bin Packing,","SIAM Society for Industrial and Applied Mathematics Review Updated version of above","D Johnson"
"120","1","180","M Szegedy","What are the Least Tractable Instances of max Tndependent Set?","SODA Symposium Discrete Algorithms","D Johnson"
"121","1","181","D Johnson, C Young, D Johnson, D Karger, M Smith","Near-optimal Intraprocedural Branch Alignment,","Proceedings Symp Programming Languages Design and Implementation","D Johnson"
"122","1","110","D Editor, M Maintainer"," th DIMACS Implementation Challenge: The Traveling Salesman Problem,"," http www research att com dsj chtsp index html","D Johnson"
"123","1","111","D Editor","Challenges for Theoretical Computer Science: DRAFT June ,"," http www research att com dsj nsflist html","D Johnson"
"124","1","112","D Editor","STOC/FOCS Bibliography,","ACM Press","D Johnson"
"125","1","113","D Johnson, D Johnson, M Editors","Cliques, Coloring, and Satisfiability: Proceedings of the nd DIMACS Implementation Challenge,","American Mathematical Society","D Johnson"
"126","1","114","D Johnson, D Johnson, C Papadimitriou","Computational Complexity,","The Traveling Salesman Problem E L Lawler J K Lenstra A H G Rinnooy Kan and D B Shmoys editors John Wiley and Sons Ltd","D Johnson"
"127","1","60","E Coffman, M Garey, R Tarjan","Performance Bounds for Level-Oriented Two-Dimensional Packing Algorithms ","SIAM Society for Industrial and Applied Mathematics J Comput","D Johnson"
"128","1","115","D Johnson, D Johnson","A Catalogue of Complexity Classes,","The Handbook of Theor Comp Sci J Van Leeuwen editor Elsevier","D Johnson"
"129","1","61","D Johnson, E Coffman, NA , M Garey, D Johnson, A LaPaugh","Scheduling File Transfers,","SIAM Society for Industrial and Applied Mathematics J Comput","D Johnson"
"130","1","116","D Johnson, D Johnson, T Nishizeki, A Nozaki, H Editors","Discrete Algorithms and Complexity: Proceedings of the Japan-US Joint Seminar, June - , , Kyoto, Japan,","Academic Press New","D Johnson"
"131","1","62","D Johnson, C Colbourn, D Johnson","Unit Disk Graphs,","Discrete Math","D Johnson"
"132","1","117","D Johnson, D Johnson","Fast Algorithms for Bin Packing,","Journal of Computer and System Sciences","D Johnson"
"133","1","63","C Courcoubetis, E Coffman, M Garey, M Yannakakis, P Shor, R Weber","Bin Packing with Discrete Item Sizes, Part I: Perfect Packing Theorems and the Average Case Behavior of Optimal Packings ","SIAM Society for Industrial and Applied Mathematics J Discrete Math","D Johnson"
"134","1","118","D Johnson, D Johnson, C Papadimitriou, M Yannakakis","How Easy is Local Search?,","Journal of Computer and System Sciences Preliminary version Proc th Ann IEEE Symp Foundations of Computer Science","D Johnson"
"135","1","64","C Courcoubetis, E Coffman, L McGeoch, M Garey, M Yannakakis, P Shor, R Weber","Fundamental Discrepancies between Average-Case Analyses under Discrete and Continuous Distributions: A Bin Packing Case Study","STOC ACM Symposium Theory of Computing","D Johnson"
"136","1","119","D Johnson, D Johnson, H Pollack","Hypergraph Planarity and the Complexity of Drawing Venn Diagrams,","J Graph Theory","D Johnson"
"137","1","65","D Johnson, J Csirik, D Johnson","Bounded Space On-Line Bin Packing: Best is Better than First,","Algorithmica Preliminary version appeared Proc Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms","D Johnson"
"138","1","66","D Johnson, J Csirik, D Johnson, NA , C Kenyon","Better Approximation Algorithms for Bin Covering,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms","D Johnson"
"139","1","67","D Johnson, J Csirik, D Johnson, C Kenyon, J Orlin, P Shor, R Weber","On the Sum-of-Squares Algorithm for Bin Packing,","Proc Annual ACM Symp Theory of Computing Journal version to J ACM","D Johnson"
"140","1","68","D Johnson, J Csirik, D Johnson, C Kenyon, P Shor, R Weber","A Self-Organizing Bin Packing Heuristic,","Algorithm Engineering and Experimentation M T Goodrich and C C McGeoch Eds Springer Lecture Notes Computer Science","D Johnson"
"141","1","69","D Johnson, E Dahlhaus, D Johnson, C Papadimitriou, P Seymour, M Yannakakis","The Complexity of Multiterminal Cuts,","SIAM Society for Industrial and Applied Mathematics J Computing","D Johnson"
"142","1","120","D Johnson, D Johnson","Local Optimization and the Traveling Salesman Problem,","Proc th Colloq Automata Lang and Prog","D Johnson"
"143","1","121","D Johnson, D Johnson, A LaPaugh, R Pinter","Minimizing Channel Density by Lateral Shifting of Components,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms","D Johnson"
"144","1","122","D Johnson, D Johnson, L McGeoch","Experimental Analysis of Heuristics for the STSP,","The Traveling Salesman Problem and its Variations G Gutin and A Punnen Editors Kluwer Academic Publishers Dordrecht","D Johnson"
"145","1","123","D Johnson, D Johnson, G Gutin, L McGeoch, A Yeo, W Zhang, W Zhang, A Zverovich","Experimental Analysis of Heuristics for the ATSP,","The Traveling Salesman Problem and its Variations G Gutin and A Punnen Editors Kluwer Academic Publishers Dordrecht","D Johnson"
"146","1","124","D Johnson, D Johnson","More Approaches to the Travelling Salesman Guide,","Nature page","D Johnson"
"147","1","70","D Johnson, W Day, D Johnson, D Sankoff","The Computational Complexity of Inferring Rooted Phylogenies by Parsimony,","Math Biosciences","D Johnson"
"148","1","125","D Johnson, D Johnson, C Papadimitriou, M Yannakakis","On Generating all Maximal Independent Sets,","Information Processing Letters","D Johnson"
"149","1","71","A Demers, J Ullman, M Garey, R Graham","Worst-Case Performance Bounds for Simple One-Dimensional Packing Algorithms ","SIAM Society for Industrial and Applied Mathematics J Comput","D Johnson"
"150","1","126","D Johnson, D Johnson, M Szegedy","What are the Least Tractable Instances of Max Independent Set?,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms S S","D Johnson"
"151","1","1","","Communicating Processes,","J Algorithms","D Johnson"
"152","1","72","D Johnson, A Fraenkel, M Garey, D Johnson, T Schaefer, Y Yesha","The Complexity of Checkers on an NxN Board: Preliminary Report,","Proc th Annual Symposium Foundations of Computer Science","D Johnson"
"153","1","127","D Johnson, D Johnson, K Niemi","On Knapsacks, Partitions, and a New Dynamic Programming Technique for Trees,","Math of Oper Research","D Johnson"
"154","1","2","","Computing in the Math Department, Part I,","J Algorithms","D Johnson"
"155","1","73","A Fraenkel, M Garey, T Schaefer, Y Yesha","The Complexity of Checkers on an N * N Board - Preliminary Report","FOCS IEEE Symposium Foundations of Computer Science","D Johnson"
"156","1","128","D Johnson, D Johnson","NP-Completeness: An Ongoing Guide,","Academic Press Collection of NP completeness columns","D Johnson"
"157","1","3","","Computing with One Hand Tied behind Your Back,","J Algorithms","D Johnson"
"158","1","74","D Johnson, M Fredman, D Johnson, L McGeoch, G Ostheimer","Data Structures for Traveling Salesmen,","J Algorithms","D Johnson"
"159","1","129","D Johnson, D Johnson","On Property $B","NA","D Johnson"
"160","1","4","","Concurrent Processing,","J Algorithms","D Johnson"
"161","1","75","D Johnson, M Garey, R Graham, D Johnson, D Knuth","Complexity Results for Bandwidth Minimization,","SIAM Society for Industrial and Applied Mathematics J Appl Math","D Johnson"
"162","1","5","","A Catalog of Complexity Classes ","Handbook of Theoretical Computer Science Volume A Algorithms and Complexity A","D Johnson"
"163","1","76","D Johnson, M Garey, D Johnson","Complexity Results for Multiprocessor Scheduling Under Resource Constraints,","SIAM Society for Industrial and Applied Mathematics J Computing","D Johnson"
"164","1","6","","Data Structures for Traveling Salesmen Abstract ","SWAT Scandinavian Workshop Algorithm Theory","D Johnson"
"165","1","77","M Garey","Composing Functions to Minimize Image Size ","SIAM Society for Industrial and Applied Mathematics J Comput","D Johnson"
"166","1","7","","Fun and Games,","J Algorithms","D Johnson"
"167","1","78","D Johnson, M Garey, D Johnson, W Freeman","Computers and Intractability: A Guide to the Theory of NP-Completeness","NA","D Johnson"
"168","1","8","","Fast Algorithms for Bin Packing ","J Comput Syst Sci","D Johnson"
"169","1","9","","Fast Allocation Algorithms","FOCS IEEE Symposium Foundations of Computer Science","D Johnson"
"170","1","79","D Johnson, M Garey, D Johnson","Crossing Number is NP-Complete,","SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods","D Johnson"
"171","1","130","D Johnson, D Johnson, J Bentley, L McGeoch, L McGeoch, E Rothberg","Near-Opimal Solutions to Very Large Traveling Salesman Problems,"," Monograph preparation","D Johnson"
"172","1","131","D Johnson, D Johnson","Worst Case Behavior of Graph Coloring Algorithms,","Proc th Southeastern Conf Comb Graph Theory and Computing","D Johnson"
"173","1","132","D Johnson, D Johnson, M Garey, R Graham, A Demers, J Ullman","Worst Case Performance Bounds for Simple One-Dimensional Packing Algorithms,","SIAM Society for Industrial and Applied Mathematics J Computing","D Johnson"
"174","1","133","D Johnson, D Johnson, C Editors","Network Flows and Matching: Proceedings of the st DIMACS Implementation Challenge,","American Mathematical Society","D Johnson"
"175","1","134","D Johnson, D Johnson","Approximation Algorithms for Combinatorial Problems,","Journal of Computer and System Sciences","D Johnson"
"176","1","80","D Johnson, M Garey, F Hwang, D Johnson","Algorithms for a Set Partitioning Problem Arising in the Design of Multi-Purpose Units,","IEEE Trans Computers C","D Johnson"
"177","1","135","D Johnson, D Johnson, C Papadimitriou","Performance Guarantees for Heuristics,","The Traveling Salesman Problem E L Lawler J K Lenstra A H G Rinnooy Kan and D B Shmoys editors John Wiley and Sons Ltd","D Johnson"
"178","1","81","D Johnson, M Garey, R Graham, D Johnson","On a Number Theoretic Bin Packing Conjecture,","Proc th Hungarian Combinatorics Colloquium","D Johnson"
"179","1","136","D Johnson, D Johnson, A Klug","Optimizing Conjunctive Queries that Contain Untyped Variables,","SIAM Society for Industrial and Applied Mathematics J Computing","D Johnson"
"180","1","82","D Johnson, M Garey, D Johnson, H So","An Application of Graph Coloring To Printed Circuit Testing,","IEEE Trans Circuits and Systems CAS","D Johnson"
"181","1","137","D Johnson, D Johnson, C Aragon, L McGeoch, C Shevon","Optimization by Simulated Annealing: An Experimental Evaluation; Part I, Graph Partitioning,","Operations Research","D Johnson"
"182","1","83","D Johnson, M Garey, D Johnson","A Note on A Note on 'Some Simplified NP-Complete Graph Problems' ,","SIGACT News page","D Johnson"
"183","1","138","D Johnson, D Johnson","Slow Ant,","New Scientist page","D Johnson"
"184","1","84","D Johnson, M Garey, D Johnson","Approximation Algorithms For Bin Packing Problems: A Survey,","Analysis and Design of Algorithms Combinatorial Optimization G Ausiello and M Lucertini editors Springer Verlag","D Johnson"
"185","1","139","D Johnson, D Johnson, L McGeoch, L McGeoch, E Rothberg","Asymptotic Experimental Analysis for the Held-Karp Traveling Salesman Bound,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms","D Johnson"
"186","1","85","D Johnson, M Garey, D Johnson","Approximation Algorithms for Combinatorial Problems: An Annotated Bibliography,","Algorithms and Complexity New Directions and Recent Results J F Traub editor Academic Press","D Johnson"
