"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"74","3","12","C II","Easily Tested Three-Level Gate Networks for <i>T</i> or More of <i>N</i> Symmetric Functions ","IEEE Trans Computers","J Robinson"
"75","3","13","A Nordstrom","An Optimum Nonlinear Code","Information and Control","J Robinson"
"76","3","14","S Reddy","A Construction for Convolutional Codes Using Block Codes","Information and Control","J Robinson"
"77","3","15","S Reddy","A Decoding Algorithm for Some Convolutional Codes Constructed from Block Codes","Information and Control","J Robinson"
"78","3","16","J Robinson, J Robinson","Golomb Rectangles as Folded Rulers,","IEEE Trans Information Theory IT","J Robinson"
"79","3","17","J Robinson, J Robinson","Genetic Search for Golomb Arrays,","IEEE Trans Information Theory IT","J Robinson"
"80","3","18","J Robinson, J Robinson, N Saxena","A Unified View of Test Compression Methods","IEEE Trans Computers C","J Robinson"
"81","3","19","N Saxena","Accumulator Compression Testing ","IEEE Trans Computers","J Robinson"
"82","3","1","","Addendum to Optimum Golomb Rulers ","IEEE Trans Computers","J Robinson"
"83","3","2","","Golomb rectangles as folded rulers ","IEEE Transactions Information Theory","J Robinson"
"84","3","3","","Aliasing Probabilities for Feedback Signature Compression of Test Data ","IEEE Trans Computers","J Robinson"
"85","3","4","","Optimum Golomb Rulers ","IEEE Trans Computers","J Robinson"
"86","3","5","M Cohn","Counting Sequences ","IEEE Trans Computers","J Robinson"
"87","3","6","G Davida, S Reddy","A Class of High-Rate Double-Error-Correcting Convolutional Codes","Information and Control","J Robinson"
"88","3","7","G Edirisooriya","Aliasing in Multiple-Valued Test Data Compaction ","ISMVL IEEE INTERNATIONAL SYMPOSIUM MULTIPLE VALUED LOGIC","J Robinson"
"89","3","8","G Edirisooriya","Aliasing Probability in Multiple Input Linear Signature Automata for Q-ary Symmetric Errors ","ICCD International Conference Computer Design","J Robinson"
"90","3","9","J Robinson, G Edirisooriya, J Robinson","Aliasing Properties of Circular MISR's,","Journal of Electronic Testing","J Robinson"
"91","3","20","N Saxena","A Unified View of Test Compression Methods ","IEEE Trans Computers","J Robinson"
"92","3","21","C Tung","A Fast Algorithm for Optimum Syndrome Space Compression ","IEEE Trans Computers","J Robinson"
"93","3","22","C Tung","On Concurrently Testable Microprogrammed Control Units ","ITC International Test Conference","J Robinson"
"94","3","23","C Yeh","A Method for Modulo- Minimization ","IEEE Trans Computers","J Robinson"
"95","4","10","B Lowden","A fast method for ensuring the consistency of integrity constraints"," Proc DEXA Database and Expert Systems Applications","J Robinson"
"96","4","11","B Lowden","Extended query answering using integrity rules"," Proc th International Symposium Methodologies for Intelligent Systems LNCS Springer Verlag pp","J Robinson"
"97","4","12","B Lowden","Extending the Re-use of Query Results at Remote Client Sites ","DEXA Database and Expert Systems Applications","J Robinson"
"98","4","13","B Lowden, A Kitsopanidis","Enhancing database retrieval performance using record clustering"," Proc th Hellenic Conference Informatics","J Robinson"
"99","4","30","M Waite, N Dewhurst, S Lavington","Exploiting Parallelism in Primitive Operations on Bulk Data Types ","PARLE Parallel Architectures and Languages Europe","J Robinson"
"100","4","14","B Lowden","Rule management for semantic query optimisation in a distributed parallel environment"," Proc th International Conference Information Systems and Synthesis","J Robinson"
"101","4","15","B Lowden, K Lim","A Semantic Query Optimiser using Automatic Rule Derivation ","Proc WITS Workshop Information Technologies and Systems th International Workshop Information Technologies and Systems","J Robinson"
"102","4","16","B Lowden","Semantic Query Optimisation and Rule Graphs ","KRDB Knowledge Representation Meets Databases","J Robinson"
"103","4","17","B Lowden","A statistical approach to rule selection in semantic query optimisation"," Proc th International Symposium Methodologies for Intelligent Systems LNCS Springer Verlag pp","J Robinson"
"104","4","18","B Lowden, M Haddad","Utilising Multiple Computers in Database Query Processing and Descriptor Rule Management ","DEXA Database and Expert Systems Applications","J Robinson"
"105","4","19","B Lowden","Attribute-Pair Range Rules ","DEXA Database and Expert Systems Applications","J Robinson"
"106","4","20","B Lowden","Distributing the Derivation and Maintenance of Subset Descriptor Rules"," Proc th International Conference Information Systems and Synthesis","J Robinson"
"107","4","21","B Lowden","Data analysis for query processing"," Proc Second International Symposium Intelligent Data Analysis London","J Robinson"
"108","4","22","B Lowden","Extending the use of query results at remote client sites"," pp Proc DEXA Database and Expert Systems Applications","J Robinson"
"109","4","23","S Lin","Arithmetic for Parallel Linear Recursive Query Evaluation in Deductive Databases ","Proc PARLE Parallel Architectures and Languages Europe","J Robinson"
"110","4","24","B Lowden","Semantic optimisation and rule graphs"," Proc th KRDB Knowledge Representation Meets Databases Workshop st","J Robinson"
"111","4","25","B Lowden","Utilising multiple computers in database query processing and descriptor rule management"," Proc DEXA Database and Expert Systems Applications","J Robinson"
"112","4","26","B Lowden","Attribute-pair range rules"," Proc DEXA Database and Expert Systems Applications","J Robinson"
"113","4","27","A Sayli, B Lowden","A fast transformation method for semantic query optimisation","Proc Int Database Engineering and Applications Symposium IEEE Montreal pp","J Robinson"
"114","4","28","A Sayli, B Lowden","Ensuring rule consistency in the presence of db updates"," Proc XII International Symposium Computer Information Sciences","J Robinson"
"115","4","29","A Sayli, B Lowden","The use of statistics in semantic query optimisation"," Proc th Cybernetics and Systems Research EMCSR","J Robinson"
"116","4","1","M Haddad","Using a Network of Workstations to Enhance Database Query Processing Performance ","PVM Parallel Virtual Machine MPI The Message Passing Interface Standard","J Robinson"
"117","4","2","S Lavington, K Mok","A High Performance Relational Algebraic Processor for Large Knowledge Bases ","Proc International Workshop VLSI Very Large Scale Integration for Artificial Intelligence Eds J G Delgado Frias W R Kluwer Academic","J Robinson"
"118","4","3","S Lavington, M Waite, N Dewhurst","Exploiting Parallelism in Primitive Operations on Bulk Data Types: Some Results ","International Journal of Computers Artificial Intelligence","J Robinson"
"119","4","4","S Lavington","A Transitive Closure and Magic Functions Machine ","DPDS International Symposium Databases Parallel and Distributed Systems","J Robinson"
"120","4","5","S Lin","Arithmetic for Parallel Linear Recursive Query Evaluation in Deductive Databases ","PARLE Parallel Architectures and Languages Europe","J Robinson"
"121","4","6","B Lowden","Constructing Inter-relational Rules for Semantic Query Optimisation ","DEXA Database and Expert Systems Applications","J Robinson"
"122","4","7","B Lowden, M Haddad","Distributing the Derivation and Maintenance of Subset Descriptor Rules ","ISAS International Conference Information Systems Analysis and Synthesis SCI Scalable Coherent Interface","J Robinson"
"123","4","8","B Lowden","Data Analysis for Query Processing ","IDA Intelligent Data Analysis","J Robinson"
"124","4","9","B Lowden","A Fast Method for Ensuring the Consistence of Integrity Constraints ","DEXA Database and Expert Systems Applications","J Robinson"
"125","5","10","C Robertson","The LivePaper system: augmenting paper on an enhanced tabletop ","Computers amp Graphics","J Robinson"
"126","5","11","J Robinson, J Robinson","In-Band Redundancy Removal for Binary Tree Predictive Coding"," Proc First International Symposium Communication Systems and Digital Signal Processing UK","J Robinson"
"127","5","12","J Robinson, M Shamim, J Robinson","Modified Binary Tree for Contour Coding and Its Performance Analysis"," The Third Symposium Wireless Personal Multimedia Communications Bangkok","J Robinson"
"128","5","13","J Robinson, M Shamim, J Robinson","Region-Based Motion Estimation in Image Sequences"," Proceedings of the Canadian Conference Electrical and Computering Engineering CCECE Halifax Nova Scotia Volume","J Robinson"
"129","5","14","J Robinson, Q Song, J Robinson","A Feature Space for Face Image Processing"," Proceedings of the International Conference Pattern Recognition Barcelona Volume","J Robinson"
"130","5","15","J Robinson, A Vardy, J Robinson, L Cheng","The Wristcam as Input Device"," Proceedings of the Third International Symposium Wearable Computers San Francisco","J Robinson"
"131","5","16","L Winger, M Jernigan","Low-Complexity Character Extraction in Low-Contrast Scene Images ","IJPRAI International Journal of Pattern Recognition and Artificial Intelligence","J Robinson"
"132","5","17","J Robinson, L Xiao, H Heys, J Robinson","Visual Cryptography: Threshold Schemes and Information Hiding"," Proceedings of the Newfoundland Electrical and Computer Engineering Conference NECEC St John s Newfoundland","J Robinson"
"133","5","1","","Compression of Natural Images Using Thread-like Visual Primitives ","Data Compression Conference","J Robinson"
"134","5","2","J Robinson, L Cheng, J Robinson","Dealing with Speed and Robustness Issues for Video-Based Registration on a Wearable Computing Platform"," Proceedings of the Second International Symposium Wearable Computers","J Robinson"
"135","5","3","L Cheng, R Kazman","Vibrotactile Feedback in Delicate Virtual Reality Operations ","ACM Multimedia","J Robinson"
"136","5","4","L Cheng","Personal Contextual Awareness through Visual Focus ","IEEE Intelligent Systems","J Robinson"
"137","5","5","J Robinson, C Ching, J Hiscock, X Cheng, J Robinson","Estimation of Gas Slug Velocities in Two-Phase Flows using Successive Images of the Flow"," CANCAM McMaster University","J Robinson"
"138","5","6","J Robinson, X Ping, J Robinson","Supervised object-based temporal filtering for enhancement of moving facial images"," Proceedings of the Canadian Conference Electrical and Computer Engineering CCECE Volume","J Robinson"
"139","5","7","T Reeves","Adaptive Foveation of MPEG Video ","ACM Multimedia","J Robinson"
"140","5","8","C Robertson","Live paper: video augmentation to simulate interactive paper ","ACM Multimedia","J Robinson"
"141","5","9","J Robinson, C Robertson, J Robinson","Page Similarity and the Hausdorff Distance"," Proceedings of the Seventh International Conference Image Processing and its Applications UK","J Robinson"
"142","6","1","A Jones, F Bisby, I Sutherland, R White, S Brandt, S Embury, W Gray","Assisting the Integration of Taxonomic Data: The LITCHI Toolkit ","ICDE International Conference Data Engineering","J Robinson"
"143","6","2","A Jones, F Bisby, N Fiddian, N Pittas, R White, S Brandt, W Gray, X Xu","Experiences with a Hybrid Implementation of a Globally Distributed Federated Database System ","WAIM Web Age Information Management","J Robinson"
"144","6","3","A Jones, J Giddy, N Fiddian, W Gray","Using the GRID for Biodiversity Research: The GRAB Demonstrator ","SSDBM Statistical and Scientific Database Management","J Robinson"
"145","6","4","A Jones, F Bisby, I Sutherland, R White, S Brandt, S Embury, W Gray","LITCHI: Knowledge Integrity Testing for Taxonomic Databases ","SSDBM Statistical and Scientific Database Management","J Robinson"
"146","6","5","A Jones, F Bisby, I Sutherland, R White, S Brandt, S Embury, W Gray","Conflict Detection for Integration of Taxonomic Data Sources ","SSDBM Statistical and Scientific Database Management","J Robinson"
"147","6","6","A Jones, F Bisby, I Sutherland, R White, S Brandt, S Embury, W Gray","Techniques for Effective Integration, Maintenance and Evolution of Species Databases ","SSDBM Statistical and Scientific Database Management","J Robinson"
"148","6","7","A Jones, F Bisby, I Sutherland, R White, S Brandt, S Embury, W Gray","Adapting integrity enforcement techniques for data reconciliation ","Inf Syst","J Robinson"
"149","6","8","A Jones, F Bisby, N Fiddian, N Pittas, R White, S Brandt, W Gray, X Xu","SPICE: A Flexible Architecture for Integrating Autonomous Databases to Comprise a Distributed Catalogue of Life ","DEXA Database and Expert Systems Applications","J Robinson"
"150","7","1","B Bj&oslash, r Heckel, B Flachs, S Russ","A Task Migration Implementation of the Message-Passing Interface ","HPDC High Performance Distributed Computing Symposium","J Robinson"
"151","7","2","B Janapareddi, I Banicescu, R Lu, S Russ, S Ghafoor","Hectiling: An Integration of Fine and Coarse-Grained Load-Balancing Strategies ","HPDC High Performance Distributed Computing Symposium","J Robinson"
"152","7","3","B Bj&oslash, r Heckel, B Flachs, S Russ","Hector: Automated Task Allocation for MPI ","IPPS International Parallel Processing Symposium","J Robinson"
"153","7","4","B Bj&oslash, r Heckel, B Flachs, S Russ","The Hector Distributed Run-Time Environment ","IEEE Trans Parallel Distrib Syst","J Robinson"
"154","7","5","B Meyers, C Tan, L Rajagopalan, M Gleeson, S Russ","Using Hector to run MPI programs over networked workstations ","Concurrency Practice and Experience","J Robinson"
"155","8","1","J Bodmer, M Waller, P Parham, S Marsh","IMGT/HLA Database - a sequence database for the human major histocompatibility complex ","Nucleic Acids Research","J Robinson"
"156","8","2","L Kennedy, M Waller, N Groot, P Parham, P Stoehr, R Bontrop, S Marsh","IMGT/HLA and IMGT/MHC: sequence databases for the study of the major histocompatibility complex ","Nucleic Acids Research","J Robinson"
"157","8","3","C Ginestoux, D Chaume, G G&eacute, r Lefranc, J Bodmer, M Ruiz, M Lemaitre, M Lefranc, P Stoehr, R Bontrop, S Marsh, V V&eacute, r Giudicelli","IMGT, the international ImMunoGeneTics database ","Nucleic Acids Research","J Robinson"
"158","9","10","J Robinson, P Jensen, J Robinson","Deming's Quality Principles Applied to a Large Lecture Course","ASEE Journal of Engineering Education abstract","J Robinson"
"159","9","11","E Neacy, N Abt, S Brown, M McDavid, S Srodes, T Stanley","Cost Analysis for a Multiple Product / Multiple Process Factory: Application of SEMATECH's Future Factory Design Methodology,","Proceedings of the Advanced Semiconductor Manufacturing Conference abstract","J Robinson"
"160","9","12","J Robinson, J Robinson, L Schruben, J Fowler","Experimenting with Large-Scale Semiconductor Manufacturing Simulations: A Frequency Domain Approach to Factor Screening,","Proceedings of the Institute of Industrial Engineers Research Conference Los Angeles Computer Animation abstract","J Robinson"
"161","9","13","J Robinson, J Robinson, J Fowler, J Bard","A Review of Real-Time Control Strategies for Furnace Batch Sizing in Semiconductor Manufacturing "," abstract Request the paper from my company s website","J Robinson"
"162","9","14","J Robinson, J Robinson, J Fowler, J Bard","The Use of Upstream and Downstream Information in Scheduling Semiconductor Batch Operations,","International Journal of Production Research abstract","J Robinson"
"163","9","1","A Bruska, N Grewal, T Wulf","Validating simulation model cycle times at Seagate Technology ","Winter Simulation Conference","J Robinson"
"164","9","2","A Bruska, N Grewal, T Wulf","Integrating Targeted Cycle-Time Reduction into the Capital Planning Process ","Winter Simulation Conference","J Robinson"
"165","9","3","J Robinson, F Chance, J Robinson, J Fowler, O Gihr, B Rodriguez, L Schruben","A Design of Experiments Methodology for Semiconductor Wafer Fab Capacity Planning "," abstract See also SEMATECH Technology Transfer A TR Request the paper from my company s website","J Robinson"
"166","9","4","J Robinson, F Chance, J Robinson, N Winter","Getting To Good Answers: Effective Methods For Validating Complex Models,","Proceedings of the SMOMS Conference San Jose Computer Animation abstract Request the paper from my company s website","J Robinson"
"167","9","5","J Robinson, F Chance, J Robinson, J Fowler","Supporting Manufacturing With Simulation: Model Design, Development, and Deployment,","Proceedings of the Winter Simulation Conference San Diego Computer Animation Abstract Request the paper from my company s website","J Robinson"
"168","9","6","J Robinson, J Domaschke, S Brown, J Robinson, F Leibl","Effective Implementation Of Cycle Time Reduction Strategies For Semiconductor Back-End Manufacturing,","Proceedings of the Winter Simulation Conference DC Abstract Request the paper from my company s website","J Robinson"
"169","9","7","J Robinson, J Fowler, J Robinson","Measurement and Improvement of Manufacturing Capacity MIMAC Project Final Report,","SEMATECH Technology Transfer A TR Request the paper from my company s website","J Robinson"
"170","9","8","R Giglio","Capacity planning for semiconductor wafer fabrication with time constraints between operations ","Winter Simulation Conference","J Robinson"
"171","9","9","J Robinson, N Grewal, A Bruska, T Wulf, J Robinson","Integrating Targeted Cycle-Time Reduction Into The Capital Planning Process,","Proceedings of the Winter Simulation Conference DC Abstract Request the paper from my company s website","J Robinson"
