"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"95","16","115","J SMITH, F MERZEL, C VERMA, S FISCHER","Protein hydration water: structure and thermodynamics","Journal of Molecular Liquids","J Smith"
"96","16","116","J SMITH, D DURAND, M FIELD, S FUROIS-CORBIN, G KNELLER, B ROUX","Supramolecular Interactions and Atomic Dynamics in Proteins and Peptide Crystals","Jumps Lattice waves and Liquid Like Diffusion Computational Approaches Supramolecular Chemistry Ed G Wipff Kluwer","J Smith"
"97","16","10","B Beno&icirc, t Roux, J Jer&ocirc, m Baudry, S Crouzy","Efficient calculation of two-dimensional adiabatic and free energy maps: Application to the isomerization of the C C and C N bonds in the retinal of bacteriorhodopsin ","Journal of Computational Chemistry","J Smith"
"98","16","117","J SMITH, K KUCZERA, NA , M KARPLUS","Temperature-Dependence of Myoglobin Dynamics: Neutron Spectra Calculated from Molecular Dynamics Simulations of Myoglobin","Proceedings of the National Academy of Sciences U S A","J Smith"
"99","16","11","B Beno&icirc, t Roux, J J&eacute, r r&ocirc, m Baudry, S Crouzy","Quantum Chemical and Free Energy Simulation Analysis of Retinal Conformational Energetics ","Journal of Chemical Information and Computer Sciences","J Smith"
"100","16","12","N BONDAR, R DANIEL, J FINNEY, S FISCHER, M KATAOKA, A PETRESCU, J SMITH","Protein Folding and Dynamics - New Insights from Computer Simulation and Scattering Experiments","Journal of the Physical Society of Suppl A Proc Int Symp ASR Eds S Katano N Metoki Y Morii and Y Ishii","J Smith"
"101","16","118","J SMITH","Dynamics of Biomolecules: Simulations versus X-ray and Neutron Scattering Experiments","Chapter Computer Simulations of Biomolecules Eds W F van Gunsteren P K Weiner A J Wilkinson KLUWER ESCOM Leiden p","J Smith"
"102","16","13","P CALMETTES, B ROUX, D DURAND, M DESMADRIL, J SMITH","Configurational Distribution of Denatured Phosphoglycerate Kinase","Journal of Molecular Biology","J Smith"
"103","16","119","J SMITH","X-ray and Neutron Scattering as Probes of the Dynamics of Biological Molecules","Computational Biochemistry and Biophysics Eds O Becker A D MacKerell B Roux and M Watanabe Marcel Dekker New","J Smith"
"104","16","14","P CALMETTES, D DURAND, P MINARD, M DESMADRIL, V RECEVEUR, J SMITH","How Random is a Highly Denatured Protein? Biophysical Chemistry - ","NA","J Smith"
"105","16","15","P CALMETTES, D DURAND, J SMITH, M DESMADRIL, P MINARD, J SMITH","Structure of Proteins Denatured by Guanidinium Chloride Journal de Physique IV C - ","NA","J Smith"
"106","16","16","Z COURNIA, A VAIANA, G ULLMANN, J SMITH","Derivation of a Molecular Mechanics Force Field for Cholesterol","Journal of Pure and Applied Chemistry Press","J Smith"
"107","16","17","S CROUZY, J BAUDRY, J SMITH, B ROUX","Efficient Calculation of Two-Dimensional Adiabatic and Free Energy Maps: Application to the Isomerization of the C =C and C =N Bonds in the Retinal of Bacteriorhodopsin","Journal of Computational Chemistry","J Smith"
"108","16","18","P CUNIASSE, A THOMAS, J SMITH, H THANH, M LEONETTI, A MENEZ","Structural Basis of Antibody Cross-Reactivity: Solution Conformation of an Immunogenic Peptide Fragment Derived from a Snake Toxin B-Epitope","Biochemistry","J Smith"
"109","16","19","S CUSACK, J SMITH, M KARPLUS, J FINNEY","Low Frequency Dynamics of BPTI Studied by Inelastic Neutron Scattering","Structure Dynamics and Function of Biomolecules Eds Ehrenberg Rigler Graslund and Nilsson Springer Verlag","J Smith"
"110","16","90","F NOE, S SCHWARZL, S FISCHER, J SMITH","Computational tools for analyzing structural changes in proteins in solution","Applied Bioinformatics Press","J Smith"
"111","16","91","A NORTH, J SMITH","Radial Distributions of Water-Water Distances in Protein Crystals","International Journal of Biological Macromolecules","J Smith"
"112","16","92","A PETRESCU, P CALMETTES, D DURAND, V RECEVEUR, J SMITH","Change in backbone torsion angle distribution on protein folding","Protein Science","J Smith"
"113","16","93","A PETRESCU, P CALMETTES, V RECEVEUR, J SMITH","Excluded volume in the Configurational Distribution of a Strongly-Denatured Protein","Protein Science","J Smith"
"114","16","94","A PETRESCU, V RECEVEUR, P CALMETTES, D DURAND, M DESMADRIL, B ROUX, J SMITH","Small Angle Neutron Scattering by a Strongly Denatured Protein: Analysis using Random Polymer Theory","Biophysical Journal","J Smith"
"115","16","95","V REAT, J FINNEY, W STEER, M ROBERTS, J SMITH, R DUNN, M PETERSON, R DANIEL","Cryosolvents useful for protein and enzyme studies below ^oC","Journal of Biochemical and Biophysical Methods","J Smith"
"116","16","96","V REAT, R DUNN, M FERRAND, J FINNEY, R DANIEL, J SMITH","Solvent dependence of dynamic transitions in protein solutions","Proceedings of the National Academy of Sciences U S A","J Smith"
"117","16","97","V RECEVEUR, P CALMETTES, J SMITH, M DESMADRIL, G CODDENS, D DURAND","Picosecond Dynamic Changes in Phospho-glycerate Kinase on Denaturation Revealed by Quasielastic Neutron Scattering","Proteins Structure Function and Genetics","J Smith"
"118","16","98","E RITTGER, G KNELLER, A MICU, M SOUAILLE, J SMITH","Dynamics of Proteins: Spectroscopy, Scattering and Simulations","AIP Conference Proceedings E C C C Computational Chemistry Eds F Bernardi and J L Rivail American Institute of Physics New","J Smith"
"119","16","99","B ROUX, M NINA, R POMES, J SMITH","Thermodynamic Stability of Water Molecules in the Bacteriorhodopsin Proton Channel: A Molecular Dynamics Free Energy Perturbation Study","Biophysical Journal","J Smith"
"120","16","120","J SMITH","Motions in Biomolecules - Comparing Simulation with Experiment","Spectroscopic Techniques Biophysics Eds G M Giacometti and G Giacometti IOS Press","J Smith"
"121","16","121","J SMITH","Inelastic and quasielastic neutron scattering: complementarity with biomolecular simulation","Structure and Dynamics of Biomolecules Neutron and Synchrotron Radiation for Condensed Matter Studies Volume IV University Press","J Smith"
"122","16","122","J SMITH","Interactions and Dynamics in Proteins and Molecular Crystals Probed by Quantum Chemistry, Computer Simulations and Scattering Experiments","Current Topics Biophysics","J Smith"
"123","16","123","A SMITH","Principal Components of the Protein Dynamical Transition","Physical Review Letters Press","J Smith"
"124","16","124","J SMITH","Protein Dynamics: Comparison of Simulations with Inelastic Neutron Scattering Experiments","Quarterly Review of Biophysics","J Smith"
"125","16","125","J SMITH","Protein Dynamics Studied by Inelastic Neutron Scattering","Ph D Thesis Birkbeck University of London","J Smith"
"126","16","126","J SMITH","Protein Interactions and Dynamics Probed by Quantum Chemistry, Computer Simulations and Neutron Experiments","Biophysical Chemistry","J Smith"
"127","16","20","S CUSACK, J SMITH, J FINNEY, M KARPLUS, J TREWHELLA","Low Frequency Dynamics of Proteins Studied by Neutron Time-of-Flight Spectroscopy","Physica B","J Smith"
"128","16","21","S CUSACK, J SMITH, J FINNEY, B TIDOR, M KARPLUS","Inelastic Neutron Scattering Analysis of Picosecond Internal Protein Dynamics: Comparison of Harmonic Theory with Experiment","Journal of Molecular Biology","J Smith"
"129","16","127","J SOPKOVA, J SMITH, M DELAFORGE, H VIRELIZIER, C JANKOWSKI","Oxidation of tetra-hydro-beta-carboline by cytochrome P : determination and rationalisation of product distribution","European Journal of Biochemistry","J Smith"
"130","16","22","R DANIEL, J SMITH, M FERRAND, S HERY, R DUNN, J FINNEY","Enzyme Activity Below the Dynamical Transition at K","Biophysical Journal","J Smith"
"131","16","128","J SOPKOVA, S FISCHER, C GUILBERT, A LEWIT-BENTLEY, J SMITH","Pathway for large-scale conformational change in Annexin V","Biochemistry","J Smith"
"132","16","23","R DANIEL, J FINNEY, V REAT, R DUNN, M FERRAND, J SMITH","Enzyme Dynamics and Activity: Timescale-Dependence of the Dynamical Transitions in Glutamate Dehydrogenase Solution","Biophysical Journal","J Smith"
"133","16","129","J SOPKOVA, F OLING, S RETY, A BRISSON, J SMITH, A LEWIT-BENTLEY","S protein-annexin interactions: a model of the Anx -p heterotetramer complex","Biochimica et Biophysica Acta","J Smith"
"134","16","24","R DANIEL, J FINNEY, J SMITH","The dynamic transition in enzymes may have a simple explanation","Faraday Discusssions","J Smith"
"135","16","25","R DANIEL, R DUNN, J FINNEY, J SMITH","The Role of Dynamics in Enzyme Activity","Annual Review of Biophysics Biomolecular Structure","J Smith"
"136","16","26","S DELLERUE, A PETRESCU, J SMITH, S LONGEVILLE, M BELLISSENT-FUNEL","Collective dynamics of a photosynthetic protein probed by neutron spin-echo spectroscopy and molecular dynamics simulation","Physica B","J Smith"
"137","16","27","S DELLERUE, A PETRESCU, J SMITH, M BELLISSENT-FUNEL","Radially softening diffusive motions in a globular protein","Biophysical Journal","J Smith"
"138","16","28","A DIANOUX, G KNELLER, J SAUVAJOL, J SMITH","Dynamics of Pure and Sodium-Doped Polyacetylene","AIP Conference Proceedings E C C C Computational Chemistry Eds F Bernardi and J L Rivail American Institute of Physics New","J Smith"
"139","16","29","A DIANOUX, G KNELLER, J SAUVAJOL, J SMITH","Dynamics of sodium-doped polyacetylene","Journal of Chemical Physics","J Smith"
"140","16","1","D BARLOW, J BAUM, M DRUMMOND, J FINNEY, J SMITH, J THORNTON","Theoretical Aspects of Protein Conformation","Amino Acids Peptides and Proteins Specialist Periodical Report of the Royal Society of Chemistry","J Smith"
"141","16","2","J BAUDRY, R HAYWARD, H MIDDENDORF, J SMITH","Collective Vibrations in the Crystalline Alanine Dipeptide at Very Low Temperature","Biological Macromolecular Dynamics Eds S Cusack H Buttner M Ferrand P Langan P Timmins Adenine Press","J Smith"
"142","16","3","J BAUDRY, S CROUZY, B ROUX, J SMITH","From Sequence to Structure and Function: Modelling and Simulation of Light-Activated Membrane Proteins","Genomics and Proteomics Ed S Suhai Kluwer Plenum","J Smith"
"143","16","4","J BAUDRY, J SMITH","Hydrogen Bonding Cooperativity and F and Q Barriers in N-methylacetamide","Journal of Molecular Structure THEO CHEM chemistry","J Smith"
"144","16","5","J BAUDRY, S CROUZY, B ROUX, J SMITH","Quantum Chemical and Free Energy Simulation Analysis of Retinal Conformational Energetics","Journal of Chemical Information and Computer Sciences","J Smith"
"145","16","6","J BAUDRY, S CROUZY, B ROUX, J SMITH","Simulation Analysis of the Retinal Conformational Equilibrium in Dark-Adapted Bacteriorhodopsin","Biophysical Journal","J Smith"
"146","16","7","T BECKER, J SMITH","Energy resolution and dynamical heterogeneity effects on elastic incoherent neutron scattering from molecular systems","Physical Review E","J Smith"
"147","16","130","M SOUAILLE, J SMITH, A DIANOUX, F GUILLAUME","Dynamics of N-Nonadecane Chains in Urea Inclusion Compounds as seen by Incoherent Quasielastic Neutron Scattering and Computer Simulation","Observation Prediction and Simulation of Phase Transitions Complex Fluids Eds M Baus L F Rull J P Ryckaert NATO ASI Series","J Smith"
"148","16","8","T BECKER, S FISCHER, F NOE, A TOURNIER, G ULLMANN, J SMITH","Protein Dynamics: Glass Transition and Mechanical Function","Advances Solid State Physics","J Smith"
"149","16","131","M SOUAILLE, J SMITH","Molecular Dynamics Analysis of Charge Fluctuations Associated with Far-Infrared Absorption in Water","Molecular Physics","J Smith"
"150","16","9","M BELLISSENT-FUNEL, R DANIEL, D DURAND, M FERRAND, J FINNEY, S POUGET, J SMITH","Nanosecond Protein Dynamics: First Detection of a Neutron Incoherent Spin-Echo Signal","Journal of the American Chemical Society","J Smith"
"151","16","132","M SOUAILLE, F GUILLAUME, J SMITH","Molecular Dynamics Analysis of Alkane Dynamics in Urea Inclusion Compound I : Comparison with Quasielastic Neutron Scattering Experiment","Journal of Chemical Physics","J Smith"
"152","16","133","M SOUAILLE, F GUILLAUME, J SMITH","Molecular Dynamics Analysis of Alkane Dynamics in Urea Inclusion Compound II : Rotational Distribution and Elastic Incoherent Structure Factor","Journal of Chemical Physics","J Smith"
"153","16","134","M SOUAILLE, J SMITH, F GUILLAUME","Simulation of collective dynamics of n-nonadecane in the urea inclusion compound","Journal of Physical Chemistry","J Smith"
"154","16","135","B SVENSSON, C ETCHEBEST, P TUFFERY, J SMITH, P KAN, S A","Model for the Photosystem II Reaction Centre Core Including the Structure of the Primary Donor P ","Biochemistry","J Smith"
"155","16","30","A DIANOUX, G KNELLER, J SAUVAJOL, J SMITH","Polarized Density of States of Crystalline Polyacetylene: Molecular Dynamics Analysis and Comparison with Neutron Scattering Results","Journal of Chemical Physics","J Smith"
"156","16","136","B SVENSSON, C ETCHEBEST, P TUFFERY, J SMITH, S A","Structural Model Derived using Molecular Mechanics for the Core of the Photosystem II Reaction Centre including the Redox Components","Proceedings IX International Congress Photo synthesis Nagoya Ed Murata Kluwer Academic Publishers","J Smith"
"157","16","31","A DIANOUX, J SAUVAJOL, G KNELLER, J SMITH","Polarized Density of States of Pristine and Sodium-doped Polyacetylene","Journal of Noncrystalline Solids","J Smith"
"158","16","137","A TALY, P SEBBAN, J SMITH, G ULLMANN","The structural changes in the Q[B] pocket of the photosynthetic reaction center depend on pH: a theoretical analysis of the proton uptake upon Q[B]reduction","Biophysical Journal","J Smith"
"159","16","32","R DUNN, V REAT, J FINNEY, M FERRAND, J SMITH, R DANIEL","Enzyme Dynamics and Activity: Xylanase Activity in the absence of fast anharmonic motions","Biochemical Journal","J Smith"
"160","16","138","C TENETTE-SOUAILLE, J SMITH","Structure of the Ma - /toxin a antibody-antigen complex: combination of modelling with functional mapping results","Protein Engineering","J Smith"
"161","16","33","D DURAND, M QUILICHINI, M FIELD, NA , J SMITH","Lattice Vibrations in Crystalline L-Alanine","Biopolymers","J Smith"
