"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"16","12","8","G Sutcliffe","System Description: PTTP+GLiDes: Semantically Guided PTTP ","CADE Conference Automated Deduction","M Brown"
"17","13","1","S Chatterjee","Adaptive QoS Resource Management in Dynamic Environments ","ICMCS International Conference Multimedia Computing and Systems","M Brown"
"18","13","2","B Sabata, S Chatterjee","Adaptive QoS Support for Distributed, Java-Based Applications ","ISORC IEEE International symposium Object Oriented Real Time Distributed Computing","M Brown"
"19","13","3","M Sudan, N Shacham","Conducting a Multiparty Multimedia Session over ATM using Hierarchically Encoded Data ","ICC International Conference Communications","M Brown"
"20","1","24","W Weihl","Zippers: A Focus+Context Display of Web Pages ","WebNet","M Brown"
"21","1","16","M Najork","Collaborative Active Textbooks ","J Vis Lang Comput","M Brown"
"22","1","25","R Sedgewick","Techniques for Algorithm Animation ","IEEE Software","M Brown"
"23","1","17","M Najork","Obliq- D: A High-Level, Fast-Turnaround D Animation System ","IEEE Transactions Visualization and Computer Graphics","M Brown"
"24","1","18","J Hershberger","Color and Sound in Algorithmic Animation ","IEEE Computer","M Brown"
"25","1","19","NA ","Exploring Algorithms Using Balsa-II ","IEEE Computer","M Brown"
"26","1","1","J Hershberger","Color and Sound in Algorithm Animation ","VL Visual Languages","M Brown"
"27","1","2","M Najork","Collaborative Active Textbooks: A Web-Based Algorithm Animation System for an Electronic Classroom ","VL Visual Languages","M Brown"
"28","1","3","NA ","Zeus: A System for Algorithm Animation and Multi-View Editing ","VL Visual Languages","M Brown"
"29","1","4","NA ","The SRC Algorithm Animation Festival ","VL Visual Languages","M Brown"
"30","1","5","M Najork, R Raisamo","A Java-Based Implementation of Collaborative Active Textbooks ","VL Visual Languages","M Brown"
"31","1","6","M Najork","Algorithm Animation Using D Interactive Graphics ","ACM Symposium User Interface Software and Technology","M Brown"
"32","1","7","NA ","Browsing the Web with a Mail/News Reader ","ACM Symposium User Interface Software and Technology","M Brown"
"33","1","8","K Bharat","Building Distributed, Multi-User Applications by Direct Manipulation ","ACM Symposium User Interface Software and Technology","M Brown"
"34","1","9","M Najork","Distributed Applets ","CHI Conference Human Factors Computing Systems Extended Abstracts","M Brown"
"35","1","10","R Shillner","A new paradigm for browsing the web ","CHI Conference Human Factors Computing Systems Conference Companion","M Brown"
"36","1","11","M Najork","A Library for Visualizing Combinatorial Structures ","IEEE Visualization","M Brown"
"37","1","20","NA ","An Introduction to Zeus: Audiovisualization of Some Elementary Sequential and Parallel Sorting Algorithms ","CHI Conference Human Factors Computing Systems","M Brown"
"38","1","12","NA ","WebCard = Email + News + WWW ","CHI Conference Human Factors Computing Systems Extended Abstracts","M Brown"
"39","1","21","M Sarkar","Graphical Fisheye Views of Graphs ","CHI Conference Human Factors Computing Systems","M Brown"
"40","1","13","K Bharat","Building a distributed application using visual Obliq ","CHI Conference Human Factors Computing Systems Conference Companion","M Brown"
"41","1","22","M Sarkar","Graphical Fisheye Views ","Commun ACM","M Brown"
"42","1","14","M Najork","Distributed Active Objects ","Computer Networks","M Brown"
"43","1","23","NA ","Experiences Using Algorithm Animations for Teaching and Research ","ICCAL International Conference Computers and Learning","M Brown"
"44","1","15","R Shillner","DeckScape: An Experimental Web Browser ","Computer Networks and ISDN Systems","M Brown"
"45","2","12","M Brown, M Brown, W Seales","Fast Stereo Matching using Compressed Video,","Asian Conference Computer Vision ACCV Asian Conference Computer Vision Hong Kong","M Brown"
"46","2","13","M Brown, M Brown, W Wong","Laser Pointer Interaction For Camera-Registered Multi-Projector Displays,","IEEE International Conference Image Processing","M Brown"
"47","2","30","M Brown, W Seales, C Yuan, M Brown","Efficient Content Extraction In Compressed Images,","IEEE Workshop Content Based Access of Image and Video Libraries Part of Computer Vision and Pattern Recognition CVPR Computer Vision and Pattern RecognitioN San Juan Puerto Rico","M Brown"
"48","2","14","M Brown, M Brown, W Seales","Image Restoration of Arbitrarily Warped Documents"," IEEE Transactions PAMI under review","M Brown"
"49","2","31","W Seales","Fast Stereo Matching in Compressed Video ","ACCV Asian Conference Computer Vision","M Brown"
"50","2","15","M Brown, M Brown, W Seales","Incorporating Geometric Registration with PC-Cluster Rendering for Flexible Tiled Displays"," International Journal of Image and Graphics","M Brown"
"51","2","32","W Seales","A Practical and Flexible Tiled Display System ","Pacific Conference Computer Graphics and Applications","M Brown"
"52","2","16","M Brown, M Brown, D Tsoi","Undistorting Imaged Print Materials Using Boundary Information"," Asian Conference Computer Vision under review","M Brown"
"53","2","33","W Seales","The digital atheneum: new approaches for preserving, restoring and analyzing damaged manuscripts ","JCDL ACM IEEE Joint Conference Digital Libraries","M Brown"
"54","2","17","M Brown, M Brown, W Seales","A Practical and Flexible Tiled Display System,","IEEE Pacific Graphics","M Brown"
"55","2","34","D Tsoi","Correcting Common Distortions in Camera-Imaged Library Materials ","JCDL ACM IEEE Joint Conference Digital Libraries","M Brown"
"56","2","18","M Brown, E Elsayed, M Brown","Cooperative Stereo: Combining Edge-Based and Area-Based Stereo,","IEEE Aerospace Conference Snow Mass","M Brown"
"57","2","35","M Brown, Y Tsoi, M Brown","Video Cosmetics: Computer-aided removal of blemishes from Video"," IEEE Transactions Image Processing under review","M Brown"
"58","2","19","H Fuchs, R Yang, W Seales","Geometrically correct imagery for teleconferencing ","ACM Multimedia","M Brown"
"59","2","36","M Brown, D Tsoi, M Brown","Removal of Dynamic Blemishes from Video,","Asian Conference Computer Vision","M Brown"
"60","2","37","G Welch, H Fuchs, H Towles, R Raskar, R Yang, W Seales, W Chen","Multi-Projector Displays Using Camera-Based Registration ","IEEE Visualization","M Brown"
"61","2","38","G Welch, H Fuchs, H Towles, R Raskar","Projected Imagery in Your Office of the Future ","IEEE Computer Graphics and Applications","M Brown"
"62","2","39","M Brown, G Welch, H Fuchs, R Raskar, M Brown, H Towles","Projected Imagery In Your Office in the Future,","IEEE Computer Graphics and Applications","M Brown"
"63","2","20","D Gotz, H Towles, J Hensley, R Yang","PixelFlex: A Reconfigurable Multi-Projector Display System ","IEEE Visualization","M Brown"
"64","2","21","C Jaynes, S Webb, W Seales","Building large-format displays for digital libraries ","Commun ACM","M Brown"
"65","2","22","M Brown, C Jaynes, S Webb, W Seales, M Brown, R Steel","Dynamic Shadow Removal from Front Projection Display,","IEEE Visualization","M Brown"
"66","2","23","C Jaynes, R Steele, S Webb, W Seale","Dynamic Shadow Removal from Front Projection Displays ","IEEE Visualization","M Brown"
"67","2","40","M Brown, R Yang, M Brown, W Seales, H Fuchs","Geometrically Correct Imagery for Teleconferencing,","ACM Multimedia st","M Brown"
"68","2","24","S Michael","Building Large Format Displays"," EUROGRAPHICS Organizer Aditi Majumder UC","M Brown"
"69","2","41","M Brown, R Yang, M Brown","PixelFlex: A Reconfigurable, Multi-projector Display System,","IEEE Visualization","M Brown"
"70","2","25","S Michael","Digital Libraries"," Multimedia Information Retrieval and Management","M Brown"
"71","2","26","S Michael","Large-Scale Displays for the Masses: Recent Techniques for Building Affordable and Flexible Tiled Displays"," SIGGRAPH Special Interest Group Computer Graphs Organizer Aditi Majumder UC","M Brown"
"72","2","27","M Brown, R Raskar, M Brown","Seamless Camera-Registered Multi-Projector Display over Irregular Surfaces,","IEEE Visualization San Francisco","M Brown"
"73","2","28","W Seales","Beyond D images: effective D imaging for library materials ","ACM DL Digital Libraries","M Brown"
"74","2","29","W Seales","Document Restoration Using D Shape: A General Deskewing Algorithm for Arbitrarily Warped Documents ","ICCV International Conference Computer Vision","M Brown"
"75","2","1","M Brown, M Brown","Building Large Format Displays for Digital Libraries,","Communications of the ACM Special Issue Digital Libraries","M Brown"
"76","2","2","M Brown, M Brown, W Seales","Beyond D Images: Effective D Imaging for Library Materials,"," th ACM Conference Digital Libraries","M Brown"
"77","2","3","M Brown, M Brown, R Yang","Computer-Assisted Visualization and Analysis of Scholarly Manuscripts,","IS T Visualization and Data Analysis VDA","M Brown"
"78","2","4","M Brown, M Brown, D Tsoi","Correcting Common Distortions in Camera-Imaged Library Materials,","IEEE and ACM JCDL ACM IEEE Joint Conference Digital Libraries","M Brown"
"79","2","5","M Brown, M Brown, Y Tsoi","Correcting Distortions in Imaged Print Materials using Boundary Interpolation"," International Journal of Image and Graphics","M Brown"
"80","2","6","M Brown, M Brown, W Seales, K Kiernan, J Griffioen"," D Acquisition and Restoration of Medieval Manuscripts,","Communications of the ACM Special Issue Digital Libraries","M Brown"
"81","2","7","M Brown, M Brown, W Seales","Document Restoration using D Shape,","International Conference Computer Vision","M Brown"
"82","2","8","M Brown, M Brown, W Seales","Digital Atheneum: New Approaches for Preserving, Restoring, and Analyzing Damaged Manuscripts,","IEEE and ACM Joint Conference Digital Libraries Nominated for Best Paper Award","M Brown"
"83","2","9","M Brown, M Brown, W Seales","Digital Atheneum: Techniques for Acquiring and Restoring Damaged Scholarly Manuscripts"," International Journal of Digital Libraries under review","M Brown"
"84","2","10","M Brown, M Brown, W Seales"," D Imaging of Humanities Texts,","Association of Computing and the Humanities Conference","M Brown"
"85","2","11","M Brown, M Brown, R Yang","Fast Half-toning of MPEG Video for Bi-Tonal Displays,","IEEE International Conference Image Processing","M Brown"
"86","3","10","I Watson, N Filer","Separating the Cases from the Data: Towards More Flexible Case-Based Reasoning ","ICCBR Case Based Reasoning and Development","M Brown"
"87","3","11","D Wissmann, L Xiao, S Jablonski","Hierarchical Concept Description and Learning for Information Extraction ","NLPRS Natural Language Processing Pacific Rim Symposium","M Brown"
"88","3","12","D Wissmann, L Xiao, S Jablonski","Information Extraction from HTML: Combining XML and Standard Techniques for IE from the Web ","IEA Industrial and Engineering Applications AIE Artificial Intelligence and Expert Systems","M Brown"
"89","3","13","D Wissmann, L Xiao, S Jablonski","Where to Position the Precision in Knowledge Extraction from Text ","IEA Industrial and Engineering Applications AIE Artificial Intelligence and Expert Systems","M Brown"
"90","3","1","","A Memory Model for Case Retrieval by Activation:","PhD thesis","M Brown"
"91","3","2","","Incorporating Similarity Measures into Case Retrieval Using Analogue Marker Passing ","ECAI European Conference Artificial Intelligence","M Brown"
"92","3","3","","An Underlying Memory Model to Support Case Retrieval ","EWCBR","M Brown"
"93","3","4","N Filer","Case Retrieval Must Use Massive Parallelism?:","Proc of Expert Systems UK RESEARCH AND DEVELOPMENT EXPERT SYSTEMS XI","M Brown"
"94","3","5","Z Moosa, N Filer","A Knowledge Based Support for Use of Complex CAD Tools:","Proc of Expert Systems UK APPLICATIONS AND INNOVATIONS EXPERT SYSTEMS II","M Brown"
"95","3","6","G Dabiri, M Aretoulaki, M Nitzsche","A User-Sensitive Spoken Dialogue System Incorporating Emotional Responsiveness ","SETN Hellenic Conference Artificial Intelligence","M Brown"
"96","3","7","N Filer","Beauty vs the Beast: The Case Against Massively Parallel Retrieval ","UK Workshop Case Based Reasoning","M Brown"
"97","3","8","N Filer, Z Moosa","Integrating CAD Tools into a Framework Environment Using a Flexible and Adaptable Procedural Interface:","Proc IEEE EuroDAC Conference Grenoble","M Brown"
"98","3","9","A Flett, B Omelayenko, D Fensel, E Schulten, G Botquin, Y Ding","Product Data Integration in B B E-Commerce ","IEEE Intelligent Systems","M Brown"
"99","4","1","R Tarjan","A Representation for Linear Lists with Movable Fingers","STOC ACM Symposium Theory of Computing","M Brown"
"100","4","2","NA ","The Complexity of Priority Queue Maintenance","STOC ACM Symposium Theory of Computing","M Brown"
"101","4","3","R Tarjan","A Fast Merging Algorithm ","J ACM","M Brown"
"102","4","4","R Tarjan","Design and Analysis of a Data Structure for Representing Sorted Lists ","SIAM Society for Industrial and Applied Mathematics J Comput","M Brown"
"103","4","5","NA ","Implementation and Analysis of Binomial Queue Algorithms ","SIAM Society for Industrial and Applied Mathematics J Comput","M Brown"
"104","4","6","NA ","A Partial Analysis of Random Height-Balanced Trees ","SIAM Society for Industrial and Applied Mathematics J Comput","M Brown"
"105","4","7","NA ","A Storage Scheme for Height-Balanced Trees ","Inf Process Lett","M Brown"
"106","4","8","NA ","Some Observations on Random - Trees ","Inf Process Lett","M Brown"
"107","5","10","G G&uuml, r Serpen, J Bechtel","Passphrase Authentication Based on Typing Style Through an Art Neural Network ","International Journal of Computational Intelligence and Applications","M Brown"
"108","5","11","S Rogers","User Identification via Keystroke Characteristics of Typed Names using Neural Networks ","International Journal of Man Machine Studies","M Brown"
"109","5","12","M Brown, D Yeager, M Brown, D Stanley","An Object-Oriented Software Library for Minerals Beneficiation and Separation Processes ","Fluid Particle Separation Journal","M Brown"
"110","5","1","G Bishop, W Bricken, F Brooks","Research in Virtual Environments: Report of an NSF Workshop,","Computer Graphics","M Brown"
"111","5","2","B Czejdo","A Hypertext for Literate Programming,","Chapter Lecture Notes Computer Science Advances Computing and Information ICCI International Conference Computing and Information S G Akl F Fiala and W W Koczkodaj eds Springer Verlag New","M Brown"
"112","5","3","D Cordes","Literate Programming Applied to Conventional Software Design,","Structured Programming","M Brown"
"113","5","4","S Childs","An Interactive Environment for Literate Programming,","Structured Progamming","M Brown"
"114","5","5","S Rogers","User identification via keystroke characteristics of typed names using neural networks,","International Journal of Man Machine Studies","M Brown"
"115","5","6","B Childs","An Interactive Environment for Literate Programming ","Structured Programming","M Brown"
"116","5","7","D Cordes","Literate Programming Applied to Conventional Software Design ","Structured Programming","M Brown"
"117","5","8","D Cordes","The Literate-Programming Paradigm ","IEEE Computer","M Brown"
"118","5","9","B Czejdo","A Hypertext for Literate Programming ","ICCI International Conference Computing and Information","M Brown"
"119","6","10","C Giraud-Carrier, R Bogacz","A Familiarity Discrimination Algorithm Inspired by Computations of the Perirhinal Cortex ","Emergent Neural Computational Architectures Based Neuroscience","M Brown"
"120","6","11","C Giraud-Carrier, R Bogacz","Model of co-operation between recency, familiarity and novelty neurons in the perirhinal cortex ","Neurocomputing","M Brown"
"121","6","12","C Giraud-Carrier, R Bogacz","Model of Familiarity Discrimination in the Perirhinal Cortex ","Journal of Computational Neuroscience","M Brown"
"122","6","13","C Giraud-Carrier, R Bogacz","Emergence of Movement Sensitive Neurons' Properties by Learning a Sparse Code for Natural Moving Images ","NIPS Neural Information Processing Systems","M Brown"
"123","6","14","M Brown, G Horn, A Nicol, M Brown","Tracking memory's trace","Proceedings of the National Academy of Sciences","M Brown"
"124","6","15","C K, K N, N J, A J, B W, B I","A new form of long-term depression in the perirhinal cortex","Nature Neuroscience","M Brown"
"125","6","16","M Brown, B McCaffery, K Cho, J Aggleton, M Brown, F Conquet, G Collingridge, Z Bashir","Pharmacological activation of mGlu receptors in the perirhinal cortex","Neuroscience","M Brown"
"126","6","17","M Brown, A Nicol, M Brown, G Horn","Hippocampal neuronal activity and imprinting in the behaving domestic chick","European Journal of Neuroscience","M Brown"
"127","6","18","M Brown, A Nicol, M Brown, G Horn","Neural encoding of subject-object distance in a visual recognition memory system","European Journal of Neuroscience","M Brown"
"128","6","19","M Brown, A Nicol, M Brown, G Horn","Is neuronal encoding of subject-object distance dependent on learning? NeuroReport ; - ","NA","M Brown"
"129","6","20","M Brown, S Vann, M Brown, J Erichson, J Aggleton","","Using Fos imaging the rat to reveal the anatomical extent of the disruptive effects of fornix lesions J Neurosci","M Brown"
"130","6","21","M Brown, S Vann, M Brown, J Erichsen, J Aggleton","","Fos imaging reveals differential patterns of hippocampal and parahippocampal subfield activity response to different spatial memory tasks J Neurosci","M Brown"
"131","6","22","M Brown, H Wan, J Aggleton, M Brown","Different contributions of the hippocampus and perirhinal cortex to recognition memory","Journal of Neuroscience","M Brown"
"132","6","23","M Brown, Z Ziakopoulos, M Brown, Z Bashir","GABAB receptor mediated paired pulse depression in the perirhinal cortex in vitro","Eur J Neurosci","M Brown"
"133","6","24","M Brown, Z Ziakopoulos, C Tillett, M Brown, Z Bashir","Input- and layer- dependent synaptic plasticity in the rat perirhinal cortex in vitro","Neuroscience","M Brown"
"134","6","1","R Bogacz","Capacity of perirhinal cortex network for recognising frequently repeating stimuli ","Neurocomputing","M Brown"
"135","6","2","M Brown, R Bogacz, M Brown, C Giraud-Carrier","High capacity neural networks for familiarity discrimination","Proceedings of International Conference Artificial Neural Networks Edinburgh","M Brown"
"136","6","3","M Brown, R Bogacz, M Brown, C Giraud-Carrier","Model of familiarity discrimination in the perirhinal cortex","Journal of Computational Neuroscience","M Brown"
"137","6","4","M Brown, M Brown","Differential neuronal encoding of novelty, familiarity and recency in regions of the anterior temporal lobe","Neuropharmacology","M Brown"
"138","6","5","M Brown, M Brown","Differential neuronal responsiveness in primate perirhinal cortex and hippocampal formation during performance of a conditional visual discrimination task","European Journal of Neuroscience","M Brown"
"139","6","6","M Brown, M Brown, Z Bashir","Evidence concerning how neurones of the perirhinal cortex may effect familiarity discrimination","Philosophical Transactions of the Royal Society B press","M Brown"
"140","6","7","M Brown, M Brown, J Aggleton","Recognition Memory: What are the roles of the perirhinal cortex and hippocampus? Nature Reviews Neuroscience ; - ","NA","M Brown"
"141","6","8","M Brown, M Brown","Recognition memory: neuronal substrates of the judgement of prior occurrence","Progress Neurobiology","M Brown"
"142","6","9","M Brown, K Cho, J Aggleton, M Brown, Z Bashir","An experimental test of the role of postsynaptic calcium levels in determining synaptic strength using perirhinal cortex of rat","J Physiol","M Brown"
"143","7","1","A Krogh, D Haussler, I Mian, K Sj&ouml, l lander, R Hughey","Using Dirichlet Mixture Priors to Derive Hidden Markov Models for Protein Families ","ISMB Intelligent Systems for Molecular Biology","M Brown"
"144","7","2","D Haussler, I Mian, R Underwood, Y Sakakibara","Stochastic Context-Free Grammars for Modeling RN ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES","M Brown"
"145","7","3","D Haussler, I Mian, K Sj&ouml, l lander, R Underwood, R Hughey, Y Sakakibara","Recent Methods for RNA Modeling Using Stochastic Context-Free Grammars ","CPM Combinatorial Pattern Matching","M Brown"
"146","7","4","A Krogh, D Haussler, I Mian, K Karplus, K Sj&ouml, l lander, R Hughey","Dirichlet mixtures: a method for improved detection of weak but significant protein sequence homology ","Computer Applications the Biosciences","M Brown"
"147","8","4","NA ","Blueprint for the future of high-performance networking:Introduction ","Commun ACM","M Brown"
"148","8","1","A Johnson, J Leigh, T DeFanti","A Review of Tele-Immersive Applications in the CAVE Research Network ","VR Virtual Reality","M Brown"
"149","8","2","T DeFanti","Visualization in Scientific Computing ","Advances Computers","M Brown"
"150","8","3","B McCormick, T DeFanti","Visualization: Expanding Scientific and Engineering Research Opportunities ","IEEE Computer","M Brown"
"151","9","1","A Kogelnik, D Wallace, M Lott, S Navathe","MITOMAP: a human mitochondrial genome database ","Nucleic Acids Research","M Brown"
"152","9","2","A Kogelnik, D Wallace, M Lott, S Navathe","MITOMAP: an update on the status of the human mitochondrial genome database ","Nucleic Acids Research","M Brown"
"153","9","3","A Kogelnik, D Wallace, M Lott, S Navathe","MITOMAP: a human mitochondrial genome database-- update ","Nucleic Acids Research","M Brown"
