"","author.ID","paper.ID","coauthor.names","paper.title","journal.title","author.names"
"33","11","79","Y Chen, H Nagamoto, F Ali, Z Nakao, Y Chen"," Evolutionary CT Image Reconstruction by Variant Chromosome Size"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","Y Chen"
"34","11","103","Y Chen, S Nozaki, Y Chen, Z Nakao"," An Adaptive Simulated Annealing to optimization of Phase distribution of Kinoform"," Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific","Y Chen"
"35","11","104","S Nozaki, Z Nakao","A new optimization algorithm of Kinoform based on simulated annealing","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo V","Y Chen"
"36","11","105","S Nozaki, Z Nakao, H Shiraga","Reconstruction of x-ray penumbral images based on heuristic methods","Image Processing Algorithms and Systems SPIE The International Society for Optical Engineering Press","Y Chen"
"37","11","106","M Takashibu, Z Nakao","Evolutionary CT Image Reconstruction by Image Partitioning ","SEAL Simulated Evolution and Learning","Y Chen"
"38","11","107","Y Chen, S Tobaru, F Ali, Z Nakao, Y Chen"," Gray Image Reconstruction by a New Back-Propagation Neural Network"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","Y Chen"
"39","11","108","Y Chen, N Wang, Y Chen, Z Nakao"," Coupled Lattice Neural Network for Blind Deconvolution"," Proc of SPIE The International Society for Optical Engineering","Y Chen"
"40","11","109","N Wang, Z Nakao, S Tamura","An evolutionary self-organizing neural network for blind deconvolution","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W","Y Chen"
"41","11","40","Y Chen, Y Chen, Y Izawa, S Nakai, C Yamanaka"," Analysis of laser beam propagation effects in atomic laser isotope separation"," Jpn J Appl Phys SCI Scalable Coherent Interface","Y Chen"
"42","11","41","Y Chen, Y Chen, H Niki, S Adachi, Y Izawa, S Nakai, C Yamanaka"," Numerical studies on propagation of laser pulses in multilevel photoionization system"," J Opt Soc Am B SCI Scalable Coherent Interface","Y Chen"
"43","11","42","Y Chen, Y Chen, H Arakawa, Z Nakao, K Yamashita, R Kodama"," A Noise-Smoothing Filter Based on Adaptive Windowing Applied to Penumbral Imaging"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface","Y Chen"
"44","11","43","Y Chen, Y Chen, R Kodama, Z Nakao"," Penumbral Imaging of Laser Imploded Targets and Its Blind Reconstruction"," IEEE Trans SCI Scalable Coherent Interface","Y Chen"
"45","11","44","N Wang","Parallel-distributed blind deconvolution based on a self-organizing neural network and a two-step learning method","Proc of Int Conf Nonlinear Science the Border of Milleniums Saint p","Y Chen"
"46","11","45","Y Chen, Y Chen, Z Nakao, X Fang"," A Parallel Genetic Algorithm based on the Island Model for Image Restoration"," Neural Networks for Signal Processing Eds S Usui et IEEE Press","Y Chen"
"47","11","46","Y Chen, Y Chen, Z Nakao, X Fang, S Tamura"," A parallel genetic algorithm for image restoration"," Proc of th Int Conf Pattern Recognition W","Y Chen"
"48","11","47","Y Chen, Y Chen, Z Nakao, X Fang"," Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis"," Proc of IEEE rd Int Conf Evolutionary Computation Nagoya","Y Chen"
"49","11","80","Y Chen, M Nakai, S Shinohara, M Katayama, Y Chen, S Kobayashi, N Miyanaga, K Tanaka, K Nishihara, M Yamanaka, T Yamanaka, S Nakai"," Development of X-ray emission computed tomography for ICF Research"," Rev Sci Instrum SCI Scalable Coherent Interface","Y Chen"
"50","11","48","Y Chen, Y Chen, T Enokura, N Mendoza, Z Nakao","A pyramid model for blind deconvolution based on simulated annealing","Proc of IEEE International Conference Industrial Electronis Control and Instrumentation Nagoya EI","Y Chen"
"51","11","81","Y Chen, M Nakai, M Yamanaka, H Azechi, Y Chen, T Jitsuno, M Katayama, K Mima, N Miyanaga, H Nakaishi, M Nakatsuka, A Nishiguchi, P Norreys, Y Setsuhara, M Takagi, T Norimatsu, T Yamanaka, S Nakai"," X-ray and particle diagnostics of a high-density plasma by laser implosion"," Rev Sci Instrum SCI Scalable Coherent Interface","Y Chen"
"52","11","49","Y Chen, Y Chen, Z Nakao, K Arakaki, I Nakamura, S Tamura"," Reconstruction of neutron penumbral images by a constrainted genetic algorithm"," Proc of th Int Conf Pattern Recognition E","Y Chen"
"53","11","82","Y Chen, Z Nakao, Y Chen, T Tengan, M Kinjo"," Ada-based support packages for fuzzy expert system construction & GUI"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto","Y Chen"
"54","11","83","Y Chen, Z Nakao, M Takashibu, Y Chen"," Evolutionary CT image reconstruction by image partitioning"," Lecture Notes Artificial Intelligence Eds X Yao J H Kim T Furuhashi Springer","Y Chen"
"55","11","84","Y Chen, Z Nakao, Y Chen, M Takashibu, Y Kina"," Evolutionary reconstruction of gray images"," Proc of Int Fuzzy Systems and Intelligent Control Conf Hawai","Y Chen"
"56","11","85","Y Chen, Z Nakao, Y Chen, F Ali"," Evolutionary reconstruction of plane binary images from projections"," J Jpn Soc Fuzzy Theo and Sys","Y Chen"
"57","11","86","Y Chen, Z Nakao, Y Chen, M Takashibu, Y Kina"," Evolutionary reconstruction of plane color images from projections"," FUZZY LOGIC FOR THE APPLICATIONS TO COMPLEX SYSTEMS Edited by W Chiang J Lee World Scientific","Y Chen"
"58","11","110","Y Chen, N Wang, Y Chen, Z Nakao, S Tamura"," Parallel-distributed blind deconvolution based on a self-organizing neural network"," Appl Opt","Y Chen"
"59","11","87","Y Chen, Z Nakao, Y Chen, F Ali"," An Evolutionary reconstruction technique of plane uniform images"," Proc of International Conference Neural Information Processing Beijing","Y Chen"
"60","11","111","Y Chen, N Wang, L Liu, Y Chen"," Pattern Recognition Based on Artificial Immune Neural Network"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","Y Chen"
"61","11","88","Y Chen, Z Nakao, Y Chen, T Tengan"," Neuro-genetic reconstruction of ternary gray image from projections"," Proc of th IASTED International Conference Applied Informatics Innsbruck","Y Chen"
"62","11","112","Y Chen, N Wang, Y Chen, Z Nakao, S Tamura, H Aritome"," Synthesis of Binary Computer Generated Holograms Based on a Coding and Frequency Domain Optimization Algorithm"," International Journals of Opt Electronics","Y Chen"
"63","11","89","Y Chen, Z Nakao, Y Chen, M Noborikawa, S Tobaru, T Tengan"," Reconstruction of Gray Images by Neural Networks"," Methodologies for the Conception Design and Application of Intelligent System Edited by T Yamakawa G Matsumoto World Scientific","Y Chen"
"64","11","113","Y Chen, S Yamauchi, Y Chen, Z Nakao"," Optimization of Computer-Generated Holograms by an Artificial Neural Network"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian","Y Chen"
"65","11","114","X Zeng, Z Nakao","Blind Separation Based on an Evolutionary Neural Network ","ICPR International Conference Pattern Recognition","Y Chen"
"66","11","115","X Zeng, Z Nakao, H Lu","h Texture segmentation based on pattern maps obtained by independent component analysis","Proc of th Int Conf Neural Information Processing Shanghai","Y Chen"
"67","11","116","X Zeng, Z Nakao, H Lu","h Texture segmentation based on pattern maps obtained by principal component analysis","Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima","Y Chen"
"68","11","117","X Zeng, Z Nakao, H Lu","A new texture feature based on PCA pattern maps and its application to image retrieval","IEICE Trans Information Systems press SCI Scalable Coherent Interface","Y Chen"
"69","11","10","Y Chen, Y Chen, Z Nakao, K Arakaki, S Tamura"," Blind Deconvolution Based on Genetic Algorithms"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface","Y Chen"
"70","11","11","Y Chen, Y Chen, Z Nakao, K Arakaki, S Tamura"," Blind deconvolution based on genetic algorithms"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea","Y Chen"
"71","11","12","Y Chen, Y Chen, Z Nakao, M Iguchi, S Tamura"," Blind deconvolution by genetic algorithms"," Proc of SPIE The International Society for Optical Engineering EI","Y Chen"
"72","11","13","Y Chen, Y Chen, K Otsuki, Z Nakao, R Kodama"," Blind Dconvolution of X-ray Penumbral Images"," Rev Sci Instrum SCI Scalable Coherent Interface","Y Chen"
"73","11","14","Y Chen, Y Chen, K Otsuki, Z Nakao, R Kodama"," Blind Dconvolution of Spatially Encoded Penumbral Images"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","Y Chen"
"74","11","15","S Narieda, K Yamashita","Blind nonlinear channel identification based on a constrained genetic algorithm","Proc of IEEE Instrumentation and Measurement Conference Budapest","Y Chen"
"75","11","16","Y Chen, Y Chen, N Miyanaga, M Yamanaka, H Azechi, K Nishihara, T Yamanaka, S Nakai, C Yamanaka"," Observation of burn and pusher regions of laser-driven large-high-aspect- ratio-target by a-particle imaging"," Jpn J Appl Phys SCI Scalable Coherent Interface","Y Chen"
"76","11","17","T Chen, T Yang, B Liao","Channel noise reduction for M/R VQ with index assignment","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press","Y Chen"
"77","11","50","Y Chen, Y Chen, Z Nakao, K Arakaki, S Tamura"," Reconstruction of Neutron Penumbral Images by a Genetic Algorithm with Laplacian Constraint"," Neural Networks for Signal Processing Eds S Usui et IEEE Press","Y Chen"
"78","11","18","Y Chen, Y Chen, Z Nakao, K Arakaki, S Tamura"," Distortion-Free Reconstruction of Neutron Penumbral Images by a Genetic Algorithm"," IEEE Trans SCI Scalable Coherent Interface","Y Chen"
"79","11","51","Y Chen, Y Chen","Review of imaging techniques for burn region observation in laser fusion research"," Invited Speech Proc of rd Conf of Association for Science and Technology Chinese Academic Press","Y Chen"
"80","11","19","Y Chen, Y Chen, S Yamauchi, N Wang, Z Nakao"," A fast kinoform optimization algorithm based on simulated annealing,","IEICE Trans Fundamentals E A SCI Scalable Coherent Interface","Y Chen"
"81","11","52","Y Chen, Y Chen, K Nomaru, K Kou, Y Izawa, S Nakai, C Yamanaka"," Research activities on atomic laser isotope separation at ILT and ILE, Osaka University"," Proc of th Workshop separation phenomena liquid and gass Beijin","Y Chen"
"82","11","53","Z Nakao, K Arakaki, X Fang, S Tamura"," Restoration of Gray Images Based on a Genetic Algorithm with Laplacian Constraint"," Fuzzy Sets and Systems SCI Scalable Coherent Interface","Y Chen"
"83","11","54","Y Chen, Y Chen"," Simultaneous Measurement of Time-Resolved D Temperature Distribution of Evaporation Surface Heated by an Electron Beam with Sweeping Mode"," Proc of IEEE Instrumentation and Measurement Technology Conference St Paul","Y Chen"
"84","11","55","Y Chen, Y Chen","Simultaneous Measurement of Time-resolved D Temperature Distribution of Evaporation Surface Heated by Swept Electron Beam","IEEE Trans Instrumentation Measurement SCI Scalable Coherent Interface","Y Chen"
"85","11","56","N Mendoza, S Uehara, Z Nakao, T Adachi, Y Masuda","Estimating wind speed in lower atmosphere wind profiler based on genetic algorithms","Proc of IEEE Instrumentation and Measurement Conference Budapest","Y Chen"
"86","11","57","Y Chen, Y Chen, N Miyanaga, M Yamanaka, M Nakai, K Tanaka, K Nishihara, T Yamanaka, S Nakai"," Three-dimensional imaging of laser imploded targets"," J Appl Phys","Y Chen"
"87","11","90","Y Chen, Z Nakao, Y Chen, Y Kina"," ART estimation of color images from projections"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto","Y Chen"
"88","11","58","Y Chen, Y Chen, N Miyanaga, M Yamanaka, M Nakai, T Yamanaka, S Nakai"," Three-Dimensional Imaging of Laser-Imploded Targets Using X-ray Computed Tomography Technique"," IEEE Trans SCI Scalable Coherent Interface","Y Chen"
"89","11","91","M Nakasone, M Takashibu, Y Kina, Z Nakao","Evolutionary Reconstruction of Gray Images ","International Conference Evolutionary Computation","Y Chen"
"90","11","59","Y Chen, Y Chen, M Yamanaka, N Miyanaga, T Yamanaka, S Nakai, C Yamanaka, S Tamura"," Three-dimensional reconstruction of laser-irradiated targets using URA coded aperture cameras"," Opt Commun SCI Scalable Coherent Interface","Y Chen"
"91","11","92","Y Chen, M Nakasone, F Ali, Z Nakao, Y Chen"," Parallel Evolutionary Reconstruction of Gray Images by Exponential Gray Level Growth"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","Y Chen"
"92","11","93","Y Chen, S Narieda, Y Chen, K Yamashita","Blind nonlinear channel identification based on higher order statistics using hybrid genetic algorithm","Proc of IEEE Int Conf Systems Man and Cybernetics Nashville","Y Chen"
"93","11","94","Y Chen, H Niki, N Aly, K Kou, K Nomaru, Y Chen, Y Izawa, S Nakai, C Yamanaka"," Laser isotope separation of gadolinium"," Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito","Y Chen"
"94","11","95","Y Chen, M Noborikawa, F Ali, Z Nakao, Y Chen"," Gray Image Reconstruction by Parallel Simulated Annealing"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","Y Chen"
"95","11","96","Y Chen, K Nomaru, Y Izawa, Y Chen"," Growth of Spatial Nonuniformity of Laser Beam Propagating in Near-Resonant Atomic Vapor"," Journal of Nuclear Science and Technology SCI Scalable Coherent Interface","Y Chen"
"96","11","97","Y Chen, K Nomaru, Y Chen, Y Izawa, S Nakai, C Yamanaka"," Spatial and temporal behavious of laser beam propagating in atomic vapor"," Laser Interaction and Related Plasma Phenomera Edited by S Nakai G H Miely AIP Press","Y Chen"
"97","11","98","Y Chen, K Noumaru, Y Chen, Y Izawa, S Nakai, C Yamanaka"," Near-resonant effects on propagation of frequency-swept laser pulse in atomic vapor laser isotope separation"," J Nucl Sci Technol SCI Scalable Coherent Interface","Y Chen"
"98","11","99","Y Chen, K Noumaru, Y Chen, Y Izawa, S Nakai, C Yamanaka"," Propagation of laser pulse in near resonant medium"," Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito","Y Chen"
"99","11","1","Y Chen, F Ali, M Nakasone, H Nagamoto, S Tobaru, M Noborikawa, Z Nakao, Y Chen"," Comparative Evaluation of Three New Soft Computing Approaches to Image Reconstruction from Projections"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","Y Chen"
"100","11","2","Y Chen, F Ali, S Yokegawa, Z Nakao, Y Chen"," CT Image Reconstruction by Stochastic Relaxation,","Proc of rd Int l Conf Knowledge Based IntelligentInformation Engineering Systems Adelaide","Y Chen"
"101","11","3","F Ali, Z Nakao","GA-Based Reconstruction of Plane Binary Images ","International Conference Evolutionary Computation","Y Chen"
"102","11","4","Y Chen, F Ali, Z Nakao, Y Chen","An adaptive backpropagation for limited-angle CT image reconstruction","IEICE Trans Fundamentals E A SCI Scalable Coherent Interface","Y Chen"
"103","11","5","Y Chen, F Ali, K Matsuo, Z Nakao, Y Chen","An evolutionary algorithm for CT image reconstruction","Journal of Robotics and Mechatronics","Y Chen"
"104","11","6","Y Chen, F Ali, Z Nakao, Y Chen"," Two new neural network approaches to two-dimensional CT image reconstruction"," Fuzzy Sets and Systems SCI Scalable Coherent Interface","Y Chen"
"105","11","20","Y Chen, Y Chen, T Enokura, Z Nakao"," A Fast Image Restoration Algorithm Based on Simulated Annealing,","Proc of rd Int l Conf Knowledge Based IntelligentInformation Engineering Systems Adelaide","Y Chen"
"106","11","7","Y Chen, N Aly, K Noumaru, Y Chen, H Niki, Y Izawa, S Nakai"," Selective photoionization scheme for atomic Gadolinium laser isotope separation"," Rew Laser Eng SCI Scalable Coherent Interface","Y Chen"
"107","11","21","Y CHEN, X ZENG, Z NAKAO","Geographic Information System Construction Using High-resolution Satellite Imagesh,","OPSEARECH","Y Chen"
"108","11","8","K Arakaki, S Tamura, Z Nakano","Evolutionary Reconstruction of Neutron Penumbral Images ","International Conference Evolutionary Computation","Y Chen"
"109","11","22","Y Chen, Y Chen, Z Nakao, M Iguchi, S Tamura"," Genetic algorithms for coded aperture imaging"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto","Y Chen"
"110","11","9","Y Chen, H Arakawa, Y Chen, Z Nakao, K Yamashita, I Nakamura, S Tamura"," A noise-smoothing filtering based on adaptive windowing for penumbral imaging"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea","Y Chen"
"111","11","23","Y Chen, Y Chen, Z Nakao, K Arakaki"," Genetic Algorithms Applied to Neutron Penumbral Imaging"," Optical Review B","Y Chen"
"112","11","24","X Zeng, Z Nakao, H Lu","hEdge detection by learning the principal components of images","Proc of IEEE International Workshop Intelligent Signal Processing Budapest","Y Chen"
"113","11","25","Y Chen, Y Chen, N Miyanaga, M Yamanaka, T Yamanaka, S Nakai, T Iguchi, M Nakazawa, T Iida, S Tamura"," High resolution penumbral imaging of -MeV neutrons"," IEICE Trans Electronics E C SCI Scalable Coherent Interface","Y Chen"
"114","11","26","N Mendoza","A heuristic approach to image superresolution","Proc Of IEEE International Workshop Intelligent Signal Processing Budapest","Y Chen"
"115","11","27","N Mendoza, Z Nakao, T Adachi","h Estimating Wind Speed in the Lower Atmosphere Wind Profiler Based on a Genetic Algorithm","IEEE Trans Instrumentation Measurement press SCI Scalable Coherent Interface","Y Chen"
"116","11","60","Y Chen, Y Chen, Z Nakao, S Tamura"," Attenuation correction for x-ray emission computed tomography of laser-produced plasma"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface","Y Chen"
"117","11","28","Y Chen, Y Chen, T Enokura, Z Nakao"," A Hybrid GA/SA Approach to Blind Deconvolution"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian","Y Chen"
"118","11","61","T Enokura, Z Nakao","A fast algorithm for image restoration based on a hybrid GA and SA","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W","Y Chen"
"119","11","29","Y Chen, Y Chen, X Zang, Z Nakao"," A Hybrid Neural Network Training Approach of Backpropagation and Genetic Algorithm for Classification of Remotely Sensed Images"," Proc of the Fifth Int Conf Neural Network Information Processing Kitakyushu","Y Chen"
"120","11","62","X Fang, Z Nakao","Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis ","International Conference Evolutionary Computation","Y Chen"
"121","11","63","Y Chen, Y Izawa, Y Chen, K Noumaru, N Aly, K Kou, H Niki, S Nakai, C Yamanaka"," Near-resonant effects on laser pulse propagation in atomic laser isotope separation"," Proc of SPIE The International Society for Optical Engineering EI","Y Chen"
"122","11","64","Y Chen, Y Kawano, Z Nakao, Y Chen"," An Application of Automaton Neural Networks to Artificial Agents"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian","Y Chen"
"123","11","65","Y Chen, Y Kawano, Z Nakao, Y Chen"," Automaton Neural Networks and Artificial Agents - Simulation"," Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific","Y Chen"
"124","11","66","Y Chen, K Kishimoto, Y Chen, Z Nakao, I Nakamura, S Tamura"," A quantitative evaluation of URA coded aperture imaging"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea","Y Chen"
"125","11","67","Y Chen, K Kishimoto, Y Chen, Z Nakao"," Tomographic Resolution of URA Coded Aperture Imaging and Its Enhansment"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen","Y Chen"
"126","11","68","N Kitabatake, Z Nakao","Improvement of tomographic imaging in coded aperture system based on simulated annealing","Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea","Y Chen"
"127","11","69","T Kohatsu, S Nozaki","CT image reconstruction based on a heuristic method from limited number of projections","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press","Y Chen"
"128","11","30","Y Chen, Y Chen, T Enokura, Z Nakao"," A Hybrid Approach to Blind Deconvolution Using Genetic Algorithm and Simulated Annealing"," Proc of IEEE Int Conf Systems Man and Cybernetics San Diego","Y Chen"
"129","11","31","Y Chen, Y Chen, Z Nakao, M Iguchi"," Evolutionary reconstruction of coded image"," Proc of Asian Conference Computer Vision","Y Chen"
"130","11","32","Y Chen, Y Chen, Z Nakao, K Arakaki, S Tamura"," Evolutionary reconstruction of neutron penumbral images"," Proc of IEEE rd Int Conf Evolutionary Computation Nagoya","Y Chen"
"131","11","33","Y Chen, Y Chen, Z Nakao, I Nakamura"," A Quantitative Evaluation of Neutron Penumbral Imaging with a Toroidal-Segment Aperture"," IEICE Trans Electronics E C","Y Chen"
"132","11","34","Y Chen, Y Chen, K Nomaru, K Kou, Y Izawa, S Nakai, C Yamanaka"," Laser spectroscopy and laser isotope separation of atomic gadolinium"," Invited Talk Proc of Symposium Laser Spectroscopy Taejon Korea","Y Chen"
"133","11","35","Y Chen, Y Chen, R Kodama, T Matsushita"," Imaging of Laser-Imploded Targets with x-ray CCD cameras"," Proc of IEEE Instrumentation and Measurement Technology Conference St Paul","Y Chen"
"134","11","36","Y Chen, Y Chen, M Yamanaka, N Miyanaga, H Azechi, S Ishikawa, T Yamanaka, S Naka, S Tamura"," Measurement of D-D burn region using proton prnumbral coded aperture imaging"," Opt Commun SCI Scalable Coherent Interface","Y Chen"
"135","11","37","X Zeng, Z Nakao","Independent component analysis by evolutionary neural networks","Applications of Artificial Neural Networks Image Processing Eds N M Nasrabhadi SPIE The International Society for Optical Engineering Press","Y Chen"
"136","11","70","Y Chen, R Lin, Y Chen, K Teruya, I Nakamura, H Higa, Z Nakao","The use of a GPS in geographic information system construction","Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea","Y Chen"
"137","11","38","","Independent component analysis and its application to pattern recognition","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press","Y Chen"
"138","11","71","H Lu, X Zeng, Z Nakao","An ICA-Based Illumination-Free Texture Model and Its Application to Image Retrieval ","IEEE Pacific Rim Conference Multimedia","Y Chen"
"139","11","39","Y Chen, Y Chen, Z Nakao, M Iguchi, S Tamura"," An evolutionary algorithm for image restoration"," Proc of IEEE International Conference Neural Networks and Signal Processing Nanjing","Y Chen"
"140","11","72","N Mendoza, Z Nakao","A hybrid EA approach to multisensor image super-resolution","Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima","Y Chen"
"141","12","1","C Su, S Jou, Y Ting","Metrology for analog module testing using analog testability bus ","ICCAD International Conference Computer Aided Design","Y Chen"
"142","12","2","C Su, C Lee","Analog Metrology and Stimulus Selection in a Noisy Environment ","Asian Test Symposium","Y Chen"
"143","12","3"," Su, S Tenchen","Analog signal metrology for mixed signal ICs ","Asian Test Symposium","Y Chen"
"144","12","4","C Su, S Jou","Intrinsic response for analog module testing using an analog testability bus ","ACM Trans Design Autom Electr Syst","Y Chen"
"145","12","5","C Su, S Jou","Parasitic Effect Removal for Analog Measurement in P Environment ","ITC International Test Conference","Y Chen"
"146","12","6","C Su, S Jeng","Boundary scan BIST methodology for reconfigurable systems ","ITC International Test Conference","Y Chen"
